page	line	entry_id	zone	headword_tibetan	headword_latin	headword_latin_confidence	translit_token_count	german_token_count	audit_candidates	audit_replaced	line_text
292	66	1649	latin_other			none	2	0	0	0	"par inkhyen nas ""nachdem er erkannt hatte,"
292	67	1649	german_prose			none	0	4	0	0	daß das von ihm selbst erstellte Grammatik-
292	68	1649	german_prose_with_translit			none	1	3	0	0	"Sūtra nicht gut verfaßt war"" (Tär 120,2)."
292	69	1649	german_prose_with_translit			none	2	5	0	0	"Lex. phyogs geig tu — sig ""füge an einer Stel-"
292	70	1649	latin_other			none	3	0	0	0	"le zusammen!"" (brDa); phyogs 0079 tu bsdebs"
292	71	1649	german_prose_with_translit			none	1	1	0	0	par byos sig lta bu (Dagy).
292	72	1649	other			none	0	0	0	0	2. verbinden, vereinigen 1, $, v. verheiraten;
292	73	1649	german_prose_with_translit			none	1	2	0	0	vgl. Tgien du sdebs.
292	74	1649	latin_other			none	4	0	0	0	na dan byams pa' — sa... gan gis mi ses
292	75	1649	german_prose			none	0	3	0	0	"(metr.) ""den Ort, wo ich mich mit meiner"
292	76	1649	german_prose			none	0	2	0	0	"Geliebten vereinige, kennt niemand"" (Glu"
292	77	1649	german_prose_with_translit			none	2	1	0	0	"503); li khon — na bye bral 'on (metr.) ""bei"
293	1	1650	headword_line	སྡེའི་དཔོན་པོ་	po	medium	1	0	0	0	སྡེའི་དཔོན་པོ་ ddpon po sder mo
293	2	1650	example_tibetan_latin			none	1	6	0	0	der Eheschließung von /7 und kbon wird སྡེར་ཆགས་ * sder chags klii Bez. für Eidechse.
293	3	1650	example_tibetan_latin			none	2	1	0	0	"'Trennung' erfolgen"" (Nagdel 50,1); da lo ཀླུ"
293	4	1650	latin_other			none	5	0	0	0	skra bdag ma byas na / stag ron bu dan ~ ñan
293	5	1650	german_prose_with_translit			none	1	2	0	0	"yod (metr.) ""wenn du in diesem Jahr nicht"
293	6	1650	german_prose			none	0	3	0	0	ihr Gatte wirst, kann es sein, daß sie sich mit
293	7	1650	german_prose			none	0	4	0	0	"den Söhnen von sTag-ron verbindet"" (Gesar"
293	8	1650	other			none	0	0	0	0	278,34).
293	9	1650	german_prose_with_translit			none	4	1	0	0	Lex. rtsans pa kha ral lam (brDa); srog chags
293	10	1650	german_prose_with_translit			none	2	1	0	0	rtsanis pa (Dagy).
293	11	1651	headword_line	སྔེར་ཆགས་རྒྱལ་པོ་	rgyal po	high	2	2	0	0	སྔེར་ཆགས་རྒྱལ་པོ་ sder chags rgyal po Bez. für
293	12	1651	german_prose			none	0	1	0	0	Löwe.
293	13	1651	german_prose_with_translit			none	2	2	0	0	Lex. ser ge'; min (brDa, Dagy).
293	14	1651	tibetan_only			none	0	1	0	0	AN ༨༨༧ ༨⁄༧ ),
293	15	1652	headword_line	སྡེའི་དཔོན་པོ་	sde'i	high	2	0	0	0	སྡེའི་དཔོན་པོ་ sde'i dpon po 1sde dpon.
293	16	1653	headword_line	སྡེར་ཆགས་རྗེ་	rje	medium	1	3	0	0	སྡེར་ཆགས་རྗེ་ sder chags rje Bez. für Löwe.
293	17	1654	headword_line	སྡེའུ་	sde'u	high	4	3	0	0	སྡེའུ་ sde'u Gemeinschaft, Stand. Lex. sen ge'i min (brDa, Dagy).
293	18	1654	german_prose_with_translit			none	5	1	0	0	Zabs 'og gi — phyun nas dbu'i mchod gnas
293	19	1654	german_prose_with_translit			none	3	2	0	0	"su dban bskur bas ""da sie aus dem Stand"
293	20	1654	german_prose_with_translit			none	3	6	0	0	"der Dienstpflichtigen entlassen und zum kö- Lex. snod sder ma ""Teller"" (brDa); snod kyi"
293	21	1654	german_prose_with_translit			none	1	4	0	0	"niglichen Verehrungsobjekt ernannt waren"" bye brag ""ein Gefäß "" (Dagy)."
293	22	1654	german_prose_with_translit			none	1	1	0	0	(Nel 10bt).
293	23	1655	headword_line	སྡེར་སྤྱད་	spyad	medium	1	2	0	0	སྡེར་སྤྱད་ sder spyad Gefäß, Teller.
293	24	1656	headword_line	སྡེར་སྤྱད་ཀྱི་ཞལ་ཏ་པ་	spyad kyi	medium	4	1	0	0	སྡེར་སྤྱད་ཀྱི་ཞལ་ཏ་པ་ sder spyad kyi Zal ta pa
293	25	1656	german_prose			none	0	4	0	0	"Six sder Huf. auftragter für Geschirr"","
293	26	1656	german_prose			none	0	4	0	0	5 ein Funktionsträger im Kloster.
293	27	1656	german_prose_with_translit			none	4	1	0	0	'dra men gyi rigs la — bäi 'gram rdo yin pas
293	28	1656	german_prose			none	0	5	0	0	"""weil bei dem ""Typus des 'dra men die vier"
293	29	1656	german_prose_with_translit			none	1	3	0	0	"Hufe [wie] Fundamentsteine sind"" (Hipp"
293	30	1656	german_prose_with_translit			none	3	1	0	0	"150,9); ~ bźi che dgos / sbal lu chun dgos ""die"
293	31	1656	german_prose			none	0	5	0	0	vier Hufe müssen groß sein, der Hufstrahl
293	32	1656	german_prose_with_translit			none	2	3	0	0	Lex. bhājanavarikah (Mvy 9069, Abt. gaṅ zag
293	33	1656	german_prose_with_translit			none	1	1	0	0	beu gäis kyi min).
293	34	1656	german_prose_with_translit			none	1	4	0	0	Ara sder ma ein Gefäß, Teller.
293	35	1656	german_prose_with_translit			none	4	3	0	0	"muß klein sein"" (Hipp 151,13). pandi ta des dge 'dun rnams la dro ma drans"
293	36	1656	german_prose_with_translit			none	2	1	0	0	"par khab — re bkye ""dieser Gelehrte verteilte"
293	37	1656	tibetan_only	སྡེར་ཆ		none	0	8	0	0	སྡེར་ཆ ap 'sder chags Bez. für Raubtier, an die Mönche, ohne Proviant anzubieten, je
293	38	1656	german_prose			none	0	5	0	0	"fleischfressendes Tier. einen Teller Nadeln"" (Debm 831),"
293	39	1656	german_prose_with_translit			none	3	2	0	0	"Lex. snod sder ma ""Teller"" (brDa); snod kyi"
293	40	1656	german_prose_with_translit			none	2	4	0	0	"sen ge dkar mo Ze sdan 'gyur ldog dka' ba — zil bye brag ""ein Gefäß "" (Dagy)."
293	41	1656	german_prose			none	0	4	0	0	"gnon ""der weiße Löwe, dessen Haß schwer"
293	42	1656	tibetan_only			none	0	6	0	0	zu bändigen ist und der cin überwältigen- སྡེར་མོ་ sder mo.
293	43	1656	german_prose			none	0	4	0	0	"des Raubtier ist"" (KunK 31,18); gcan zan"
293	44	1656	latin_other			none	4	0	0	0	rgyal po sin (r. sen) ge gyis / — thams cad 2//
293	45	1656	german_prose_with_translit			none	1	5	0	0	"gyis gnon (metr.) ""der Löwe, der König der"
293	46	1656	german_prose			none	0	2	0	0	1. Kralle, Klaue.
293	47	1656	latin_other			none	5	0	0	0	jigs run rdo rje ltar rtsu ba (r. rtsub) ster mo
293	48	1656	german_prose_with_translit			none	5	1	0	0	"wilden Tiere, bezwingt.alle fleischfressenden (r. =) dag ni ...sa la btab ca byed (metr.) ""er"
293	49	1656	german_prose_with_translit			none	1	3	0	0	"Tiere"" (gi 2: 196,1). bohrt seine fürchterlichen, diamantgleichen,"
293	50	1656	german_prose			none	0	4	0	0	"harten Krallen (skt. nakbara) in die Erde"""
293	51	1656	german_prose_with_translit			none	3	1	0	0	(Nägn 202,16); rkan lag bZi la gcan gzan gyi
293	52	1656	german_prose_with_translit			none	2	3	0	0	"""isbar khab gon nas ""an seinen Händen und"
293	53	1656	german_prose			none	0	6	0	0	Füßen trug er Pfoten mit den Klauen eines
293	54	1656	german_prose_with_translit			none	1	2	0	0	"wilden Tieres"" (VaiNth 105,3); chos skyon"
293	55	1656	german_prose_with_translit			none	5	2	0	0	"rgyal po lcags kyi — can la gtad ""[als Wäch-"
293	56	1656	german_prose_with_translit			none	3	6	0	0	"Lex. sran bzod pa la'an ""auch für ertragen ter] wurde der Dharmapālarāja mit den ei-"
293	57	1656	german_prose			none	0	4	0	0	"können (?)"" (Dagy). sernen Krallen beauftragt"" (Glr 173,14); sder"
293	58	1656	german_prose_with_translit			none	4	2	0	0	"Lex. sder mo can te khyi dan dom lta bu ""mit"
293	59	1656	german_prose_with_translit			none	1	4	0	0	"Krallen, wie Hund und Bär"" (brDa); sder mo"
293	60	1656	german_prose_with_translit			none	1	3	0	0	"can ""mit Krallen"" (Dagy)."
293	61	1656	tibetan_only	སྡེར་ཆགས་		none	0	0	0	0	"སྡེར་ཆགས་ ""sder chags (zw.)."
293	62	1656	other			none	0	0	0	0	548
294	1	1656	other			none	0	0	0	0	x sdo
294	2	1656	german_prose_with_translit			none	2	2	0	0	"bäi gans la bgrad pa rmis (metr.) ""ich träum-"
294	3	1656	german_prose_with_translit			none	1	5	0	0	te, daß [der Löwe] dem Gletscher vier Kral-
294	4	1656	german_prose_with_translit			none	1	1	0	0	"len entgegenstreckte"" (Mil 92,2); ri brag bya"
294	5	1656	german_prose_with_translit			none	1	2	0	0	"yi mchu sder 'dra (metr.) ""[sicht] ein Fels-"
294	6	1656	german_prose			none	0	6	0	0	berg wie die Kralle und der Schnabel eines
294	7	1656	german_prose			none	0	2	0	0	"Vogels aus"" (Vdk-M 121,1); gans sen lcags"
294	8	1656	german_prose_with_translit			none	3	4	0	0	"kyi — can dan ""der Schneelöwe mit den ei-"
294	9	1656	german_prose_with_translit			none	1	1	0	0	"sernen Krallen"" (871 2: 173,3); stag dinar ba"
294	10	1656	german_prose_with_translit			none	2	2	0	0	"mche sder rom dog gi ""aus Furcht vor den"
294	11	1656	german_prose			none	0	4	0	0	drohenden Eckzähnen und Krallen des ro-
294	12	1656	german_prose			none	0	2	0	0	"ten Tigers"" (Sumpa 17b1)."
294	13	1656	german_prose_with_translit			none	2	2	0	0	"Lex. khyl'i sen mo lta bu ""wie: Hundekrallen"""
294	14	1656	latin_other			none	5	0	0	0	"(brDa); bya dan gcan gzan gyi — lta bu ""wie:"
294	15	1656	german_prose			none	0	6	0	0	"Krallen eines Vogels und Raubtiers"" (Dagy);"
294	16	1656	german_prose_with_translit			none	3	1	0	0	"= can = sen mo mthug po ""dicker Nagel"""
294	17	1656	latin_other			none	4	0	0	0	(brDa); — can & sen rin nam bya sogs kyi sbar
294	18	1656	german_prose_with_translit			none	4	3	0	0	"sder lta bu yod pa la ""für: lange Nägel oder"
294	19	1656	german_prose			none	0	4	0	0	"Krallen wie ein Vogel usw. habend"" (Dagy)."
294	20	1656	german_prose			none	0	4	0	0	2. eine Pflanze, vgl. — gis Saussurea kato-
294	21	1656	german_prose_with_translit			none	1	3	0	0	chaetoides und Saussurea stella Maxim. (Pa-
294	22	1656	german_prose_with_translit			none	2	1	0	0	sang 1998: 115) und — gsum (Pasang 1998:
294	23	1656	other			none	0	0	0	0	115).
294	24	1656	tibetan_only	སྡོ		none	0	3	0	0	སྡོ pf. Ibsdos fut. Ibsdo imp. Isdos.
294	25	1656	german_prose			none	0	2	0	0	1. es mit jmdm. aufnehmen, konkurrieren,
294	26	1656	german_prose			none	0	1	0	0	rivalisieren,
294	27	1656	latin_other			none	4	0	0	0	yon tan rlom pa yis / mkhas pa dag la —
294	28	1656	german_prose			none	0	3	0	0	"bar 'dod (metr.) ""im Stolz auf seine Vorzü-"
294	29	1656	german_prose			none	0	4	0	0	"ge möchte er es mit den Weisen aufnehmen"""
294	30	1656	german_prose			none	0	1	0	0	(Bea 8.146d).
294	31	1656	german_prose_with_translit			none	6	1	0	0	Lex. don la mi — ba = las ka la phrag dog
294	32	1656	german_prose_with_translit			none	1	2	0	0	"mi byed pa ""nicht um eine Arbeit konkur-"
294	33	1656	german_prose_with_translit			none	4	1	0	0	"rieren"" (brDa); don la mi — ba = dgos don"
294	34	1656	german_prose_with_translit			none	2	2	0	0	"la 'gran zla mi byed pa ""nicht um eine Auf-"
294	35	1656	german_prose_with_translit			none	1	2	0	0	"gabe konkurrieren"" (Dagy); — ba = mi 'dod"
294	36	1656	latin_other			none	3	0	0	0	"pa'am phrag dog byed bzZin pa ""nicht gern ha-"
294	37	1656	german_prose_with_translit			none	2	2	0	0	"bend oder aus Neid handelnd"" (brDa); — ba"
294	38	1656	latin_other			none	5	0	0	0	= 'gran sems kyis gnod par byed pa ↑ rje ba /
294	39	1656	german_prose_with_translit			none	2	3	0	0	"sdur ba / gton ba ""Schaden aufgrund von Ri-"
294	40	1656	german_prose			none	0	3	0	0	valität zufügen; wechseln, vergleichen, ent-
294	41	1656	german_prose			none	0	1	0	0	"senden (?)"" (Dagy)."
294	42	1656	german_prose_with_translit			none	1	2	0	0	2. riskieren; — ba risikofreudig, kühn.
294	43	1656	german_prose_with_translit			none	4	2	0	0	"bisan ba ni beugs / — ba ni smad ""die Star-"
294	44	1656	german_prose			none	0	2	0	0	ken wurden geschätzt, Risikofreudige wur-
294	45	1657	headword_line	སྡོང་གྲོགས་	sdoṅ	high	1	0	0	0	སྡོང་གྲོགས་ sdoṅ grogs
294	46	1657	german_prose_with_translit			none	1	1	0	0	"den erniedrigt"" (PT1287 450); ji srid rgyal"
294	47	1657	latin_other			none	5	0	0	0	srid bskyan ba dan / — ba'i dgra mams 'dul
294	48	1657	german_prose_with_translit			none	2	2	0	0	"ba dag (metr.) ""solange er das Königreich"
294	49	1657	german_prose			none	0	4	0	0	beschützen und alle kühnen Feinde unter-
294	50	1657	german_prose			none	0	1	0	0	"werfen will"" (Pd-K 74b)."
294	51	1657	tibetan_only	སྡོག་		none	0	2	0	0	སྡོག་ pf. Ibsdogs fur. 1/5709 imp. sdogs
294	52	1657	other			none	0	0	0	0	einpacken, aufrollen.
294	53	1657	german_prose_with_translit			none	3	1	0	0	"Zags pa ran — 'di la 'khor (metr.) ""versam-"
294	54	1657	german_prose			none	0	4	0	0	melt euch um das Lasso, das sich von selbst
294	55	1657	other			none	0	0	0	0	"[wieder] aufrollt"" (371 2: 66,1)."
294	56	1657	german_prose_with_translit			none	6	1	0	0	Lex. ~ pa = ñer mkho dan thag pa sogs
294	57	1657	german_prose_with_translit			none	2	1	0	0	"bsdogs pa'i byed pa ""Gebrauchsgegenstände"
294	58	1657	german_prose_with_translit			none	1	3	0	0	"und Seile usw. eingepackt haben, Präsens"""
294	59	1657	german_prose			none	0	1	0	0	(Dagy).
294	60	1657	tibetan_only	སྡོགས་		none	0	1	0	0	སྡོགས་ sdogs imp. zu sdog einpacken.
294	61	1657	german_prose_with_translit			none	3	2	0	0	"Lex. sdog pa'i bskul tshig ""einpacken, Impe-"
294	62	1657	german_prose_with_translit			none	2	1	0	0	"rativ"" (Dagy); — sig = sie bar ma bsdogs na"
294	63	1657	latin_other			none	1	0	0	0	"~~ sig lta bu ""wie: wenn etwas nicht fertig"
294	64	1657	german_prose_with_translit			none	2	2	0	0	"eingepackt ist, packe ein!"" (brDa)."
294	65	1657	tibetan_only	སྡོང་		none	0	0	0	0	སྡོང་ 'sdon.
294	66	1657	german_prose_with_translit			none	1	4	0	0	1. incp. für Isdon po und Isdon bu.
294	67	1657	german_prose			none	0	1	0	0	2. Gras.
294	68	1657	german_prose_with_translit			none	2	2	0	0	"Lex. — dan rtswa = trmam arjunam ""Gras"""
294	69	1657	german_prose			none	0	1	0	0	(Ak 127.166).
294	70	1657	german_prose_with_translit			none	1	4	0	0	Ne: 'sdon pf. Ibsdons fur. Ibsdon imp. l'sdons
294	71	1657	german_prose			none	0	2	0	0	res. I?sdons begleiten; vgl. !'don.
294	72	1657	german_prose_with_translit			none	5	1	0	0	Lex. — ba = 'khyami pa / 'gro ba / 'grogs pa
294	73	1657	german_prose			none	0	1	0	0	"""umhergehen, gehen, begleiten"" (Dagy)."
294	74	1658	headword_line	སྡོང་འཁོལ་	sdoṅ khol	high	3	0	0	0	སྡོང་འཁོལ་ sdoṅ khol mar mes sdon 'khol
294	75	1658	latin_other			none	1	0	0	0	indzad.
294	76	1659	headword_line	སྡོང་གྲོགས་	sdoṅ	high	1	2	0	0	སྡོང་གྲོགས་ sdoṅ grogs auch sdons grogs Freund,
294	77	1659	german_prose_with_translit			none	1	2	0	0	Helfer; — mdzad jmdn. unterstüt-
294	78	1659	german_prose			none	0	2	0	0	zen, sich jmdn. zum Freund machen.
294	79	1659	latin_other			none	6	0	0	0	dam can tha tshig can la — mdzod (metr.)
294	80	1659	german_prose			none	0	5	0	0	"""mache dir jene zu Freunden, die sich an die"
294	81	1659	german_prose_with_translit			none	2	1	0	0	"Gelübde halten"" (gZi 1: 334,6); bstan pa spel"
295	1	1660	headword_line	སྡོང་གྲོགས་ཞལ་དཀར་་	sdoṅ	high	1	1	0	0	སྡོང་གྲོགས་ཞལ་དཀར་་ sdoṅ grogs Zal dikar
295	2	1660	german_prose_with_translit			none	2	2	0	0	"na — mdzod (metr.) ""wenn ich die [Bon-"
295	3	1660	german_prose			none	0	2	0	0	"]Lehre verbreite, unterstütze mich!"" (gZi 2:"
295	4	1660	latin_other			none	2	0	0	0	"66,4); — chos skyon srun ma yod (metr.) ""es"
295	5	1660	german_prose			none	0	6	0	0	gibt einen Freund, einen Schützer der Leh-
295	6	1660	german_prose			none	0	1	0	0	"re"" (Gesar 198,22)."
295	7	1660	german_prose_with_translit			none	3	2	0	0	"Lex. phan 'dogs pa'i grogs po ""nützlicher"
295	8	1660	german_prose_with_translit			none	3	2	0	0	"Freund"" (brDa); phan pa'i grogs (Dagy);"
295	9	1660	latin_other			none	2	0	0	0	sdons grogs = sdon grogs la'an (brDa).
295	10	1660	tibetan_only			none	0	0	0	0	ar nn ཅབ a z
295	11	1661	headword_line	སྡོང་གྲོགས་ཞལ་དཀར་གཉན་པོ་	sdoṅ	high	1	1	0	0	སྡོང་གྲོགས་ཞལ་དཀར་གཉན་པོ་ sdoṅ grogs Zal dkar
295	12	1661	german_prose_with_translit			none	1	1	0	0	gran po npr. eine
295	13	1661	german_prose			none	0	4	0	0	Berggottheit im Gefolge des sNo-la g.yu-
295	14	1661	german_prose_with_translit			none	1	1	0	0	rtse (Neb 214).
295	15	1662	headword_line	སྡོང་ཐིག་	sdoṅ	high	1	1	0	0	སྡོང་ཐིག་ sdoṅ tbig Docht.
295	16	1662	german_prose			none	0	3	0	0	"— bcas par ""zusammen mit dem Docht"""
295	17	1662	other			none	0	0	0	0	(MTH3/3/41 22).
295	18	1663	headword_line	སྡོང་དུམ་	sdoṅ	high	1	1	0	0	སྡོང་དུམ་ sdoṅ dum Baumstumpf.
295	19	1663	latin_other			none	5	0	0	0	byan phyogs na ni fies dmigs lha yod de ... —
295	20	1663	german_prose_with_translit			none	4	2	0	0	"dan / tsher mas gan ba dan ""im Norden gibt"
295	21	1663	german_prose_with_translit			none	1	4	0	0	es fünf Mängel; er ist voll von Baumstümp-
295	22	1663	german_prose_with_translit			none	1	3	0	0	"fen und Dornen"" (K1 kha 122b1)."
295	23	1663	german_prose_with_translit			none	3	2	0	0	Lex. sthānu (Ak 88.8); sin sdon gi dum bu'am
295	24	1663	german_prose_with_translit			none	3	4	0	0	"rtsa ba gog po ""Stück eines Stamms oder ver-"
295	25	1663	german_prose_with_translit			none	2	1	0	0	"faulte Wurzel"" (brDa); sin sdon gi dum bu"
295	26	1663	german_prose			none	0	1	0	0	(Dagy).
295	27	1664	headword_line	སྡོང་པོ་	sdoṅ po	high	2	0	0	0	སྡོང་པོ་ sdoṅ po.
295	28	1664	german_prose			none	0	3	0	0	1. Stamm, Baumstamm, Baum.
295	29	1664	german_prose_with_translit			none	3	2	0	0	"sin — yan ban thah than ""sogar die Bäume"
295	30	1664	german_prose			none	0	1	0	0	[verehrten ihn], indem sie ihre Füße aus-
295	31	1664	latin_other			none	1	0	0	0	"streckten"" (PT1286 33); srin bus zos pa'"
295	32	1664	german_prose			none	0	1	0	0	"sdon rul bZin (metr.) ""wie verrottete Baum-"
295	33	1664	german_prose			none	0	5	0	0	"stämme, die von Würmern zerfressen sind"""
295	34	1664	german_prose_with_translit			none	5	1	0	0	(Ps 45d); dpyid dus bzan la — lo ma lhags gyur
295	35	1664	german_prose_with_translit			none	2	3	0	0	"na (metr.) ""wenn in der schönen Frühlings-"
295	36	1664	german_prose			none	0	4	0	0	zeit die Blätter der Bäume hervorgekommen
295	37	1664	german_prose_with_translit			none	4	1	0	0	"sind"" (Rgs 10.72); lo thog ldum sdon ljon lha"
295	38	1664	german_prose			none	0	5	0	0	"rnams (metr.) ""die Götter des Getreides, des"
295	39	1664	german_prose			none	0	5	0	0	Gemüses, der Bäume (für skt. druma Baum)
295	40	1664	german_prose_with_translit			none	2	3	0	0	"und Laubbäume"" (Suv 88,21); — dan ni sdon"
295	41	1664	other			none	0	0	0	0	550
295	42	1665	headword_line	སྡོང་པོ་	sdoṅ po	high	2	0	0	0	སྡོང་པོ་ sdoṅ po
295	43	1665	german_prose_with_translit			none	3	3	0	0	"chen dan / rtsa ba — Sun lpags (metr.) ""Stäm-"
295	44	1665	german_prose_with_translit			none	3	3	0	0	me, große Stämme, rtsa ba sdon po (?) und
295	45	1665	german_prose_with_translit			none	1	2	0	0	"Rinde"" (K841(2) 20355); sal ma ri yi — yani /"
295	46	1665	german_prose_with_translit			none	2	1	0	0	"dpag bsam sin du 'khruns par sog (metr.) ""mö-"
295	47	1665	german_prose			none	0	4	0	0	gen die Sälmali-Bäume zu wunscherfüllen-
295	48	1665	german_prose			none	0	3	0	0	"den Bäumen werden!"" (Bca 10.6c); ug gdon"
295	49	1665	latin_other			none	2	0	0	0	"(r. sdon) gi yal ga bcad de ""sie schnitten"
295	50	1665	german_prose			none	0	5	0	0	"Zweige von einem Wacholderstamm"" (Nel"
295	51	1665	latin_other			none	4	0	0	0	1956); sin gla ba'i — sbom la rin ba man po
295	52	1665	german_prose_with_translit			none	2	2	0	0	"bcad nas ""viele dicke und lange Weidenbäu-"
295	53	1665	german_prose_with_translit			none	1	2	0	0	"me wurden gefällt"" (Glr 114,5); dus mi rtag"
295	54	1665	german_prose_with_translit			none	7	1	0	0	"pa sdon rgan rtsa ba rul ba lta bu dan ""die"
295	55	1665	german_prose			none	0	5	0	0	Unbeständigkeit des Körpers ist wie ein al-
295	56	1665	german_prose			none	0	4	0	0	"ter Baumstamm, deran der Wurzel faulig ist"""
295	57	1665	german_prose_with_translit			none	1	1	0	0	(Glr 156,3); — man yan 'bras bu med (metr.)
295	58	1665	german_prose			none	0	4	0	0	"""auch wenn die Bäume zahlreich sind, tra-"
295	59	1665	german_prose_with_translit			none	2	2	0	0	"gen sie keine Früchte"" (Mil 101,20); tā la' ~"
295	60	1665	german_prose_with_translit			none	3	2	0	0	"tsam gyi skye(s) bu{s?} sogs ""Männer so groß"
295	61	1665	german_prose_with_translit			none	1	2	0	0	"wie Palmstämme usw."" (Tär 27,14); sin gi —"
295	62	1665	german_prose_with_translit			none	1	4	0	0	"sin tn skam par gyur pa ""der Stanim des Bau-"
295	63	1665	german_prose			none	0	3	0	0	"mes, der sehr vertrocknet war"" (Tär 105,5);"
295	64	1665	german_prose_with_translit			none	1	3	0	0	"— rtse chad (metr.) ""ein Baumstamm mit ab-"
295	65	1665	german_prose			none	0	2	0	0	"geschnittener Krone"" (Vdk-M 116,11); sin"
295	66	1665	latin_other			none	4	0	0	0	sdon 'thab / khyim bdag mo la gcon nad
295	67	1665	german_prose			none	0	4	0	0	"'on (metr.) ""opponiert [die Tür] mit einem"
295	68	1665	german_prose_with_translit			none	1	4	0	0	Baumstamm, wird die Hausherrin von Aus-
295	69	1665	german_prose_with_translit			none	2	1	0	0	"zehrung befallen"" (Vdk-M 126,27); kham"
295	70	1665	latin_other			none	4	0	0	0	sdon mthon po'i rise nas / 'bras bu smin pa
295	71	1665	german_prose			none	0	4	0	0	"(metr.) ""eine reife Frucht auf der Krone ei-"
295	72	1665	german_prose			none	0	3	0	0	"nes hohen Pfirsichbaumes"" (Glu 5c); der ..."
295	73	1665	german_prose_with_translit			none	3	1	0	0	"tsandan dkar po'i — yod pa ""dort steht ein"
295	74	1665	german_prose_with_translit			none	2	1	0	0	"weißer Sandelholzbaum"" ('Dzam 47,4); ~"
295	75	1665	german_prose_with_translit			none	3	1	0	0	"bsgril dan miam du ""samt dem umwickel-"
295	76	1665	german_prose			none	0	3	0	0	"ten Baumstamm"" (MigTo 149,29); sgya Ins"
295	77	1665	latin_other			none	4	0	0	0	dpag bsam — la / ''byun ba nad kyi sta res btab
295	78	1665	german_prose			none	0	5	0	0	"(metr.) ""in den Stamm des Wunschbaums"
295	79	1665	german_prose_with_translit			none	1	6	0	0	des Scheinkörpers ist die Axt der Krankheit
295	80	1665	german_prose_with_translit			none	1	3	0	0	"der Elemente eingeschlagen"" (Nagdel 63,6)."
295	81	1665	german_prose			none	0	5	0	0	"Lex. aprakända ""Strauch, Busch"" (Ak 88.9);"
295	82	1665	german_prose			none	0	2	0	0	"dru ""Baum"" (Ak 87.5); sin sdon nam bon sin"
295	83	1665	german_prose_with_translit			none	3	2	0	0	"""Baum"" (brDa); sin gi — lta bu ""wie: Stamm"
295	84	1665	german_prose_with_translit			none	1	3	0	0	"eines Baumes"" (Dagy); ~ yal ga = skandha-"
295	85	1665	german_prose_with_translit			none	1	3	0	0	"Sākha ""Stamm and Äste"" (Ak 88.11)."
295	86	1665	german_prose_with_translit			none	1	1	0	0	2. Stengel, Stiel.
295	87	1665	latin_other			none	5	0	0	0	pad sdon sten na khye'a lo brgyad pa (metr.)
296	1	1666	headword_line	སྡོང་པོ་བཀོད་པ་	sdoṅ po bkod pa	high	4	0	0	0	སྡོང་པོ་བཀོད་པ་ sdoṅ po bkod pa
296	2	1666	german_prose_with_translit			none	1	4	0	0	"""auf dem Lotosstengel war ein achtjähriges"
296	3	1666	german_prose_with_translit			none	2	2	0	0	"Kind"" (Padm 15854); misbo'i nan na pad"
296	4	1666	german_prose_with_translit			none	4	2	0	0	"ma'i — chen po cig ... mthon ho ""sie sahen im"
296	5	1666	german_prose			none	0	5	0	0	"See einen großen Lotosstiel"" (Glr 25,13)."
296	6	1666	german_prose			none	0	1	0	0	3. Pfahl.
296	7	1666	german_prose_with_translit			none	5	1	0	0	"lcags kyi — gnam du sbren (r. sgren) ba ""ein"
296	8	1666	german_prose			none	0	3	0	0	"Eisenpfahl, der sich zum Himmel richtet"""
296	9	1666	german_prose			none	0	1	0	0	(Nel 866).
296	10	1667	headword_line	སྡོང་པོ་བཀོད་པ་	sdoṅ po bkod pa	high	5	1	0	0	སྡོང་པོ་བཀོད་པ་ sdoṅ po bkod pa ein buddh.
296	11	1667	german_prose_with_translit			none	1	1	0	0	Text, skt. Gandavyūhasātra.
296	12	1667	german_prose_with_translit			none	1	3	0	0	Lex. gandavyahab (Mvy 1341, Abt. dam pa'i
296	13	1667	latin_other			none	2	0	0	0	chos kyi min).
296	14	1667	tibetan_only	༨ ༨༧		none	0	0	0	0	"༨ ༨༧ "" . """
296	15	1668	headword_line	་བརྒན་	po	medium	2	2	0	0	་བརྒན་ sdon po breyan ein buddh. Text,
296	16	1668	tibetan_only	སྡོངཔོ་བརྒྱན		none	0	0	0	0	སྡོངཔོ་བརྒྱན
296	17	1668	latin_other			none	1	0	0	0	skt. Gandavyahasūtra.
296	18	1668	latin_other			none	2	0	0	0	— sogs mdo sde mams / rtag tn rise gig pas
296	19	1668	german_prose_with_translit			none	2	2	0	0	"bklags na (metr.) ""wenn man das Ganda-"
296	20	1668	german_prose_with_translit			none	1	2	0	0	vyüha und andere Sūtras immer konzentriert
296	21	1668	german_prose			none	0	1	0	0	"rezitiert hat"" (Mvup 3.25b)."
296	22	1669	headword_line	སྡོང་པོ་ལྗོན་པ་	sdoṅ po	high	3	4	0	0	སྡོང་པོ་ལྗོན་པ་ sdoṅ po Jon pa npr. ein König der
296	23	1669	german_prose			none	0	1	0	0	Kinnaras.
296	24	1669	german_prose_with_translit			none	5	1	0	0	Lex. //7/ 7//77 ci' rgyal po sdon po ljon pa = dru-
296	25	1669	german_prose_with_translit			none	1	3	0	0	makinnararäjä (Mvy 3414, Abt. mi'am ci
296	26	1669	latin_other			none	2	0	0	0	dban po' min).
