volume	page	line	token_index	tibetan_syllable	latin_source	latin_target	tibetan_role	tibetan_feature	latin_realization	structural_unit	evidence_provenance	source_or_target	independence_class	feature_teaching_status	domain	alignment	confidence
wts_1_34	87	155	2	སློང	slon	sloṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_historical_witness	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	87	155	2	སློང	slon	sloṅ	pre_coda_structural_unit	སློ	slo	pre_coda_stem	reviewed_tibetan_exact_final_ng_historical_witness	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	87	195	2	སློང	slon	sloṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_historical_witness	target	reviewed	reviewed_explicit_feature_evidence	unclear	secure_reviewed_alignment	high
wts_1_34	87	195	2	སློང	slon	sloṅ	pre_coda_structural_unit	སློ	slo	pre_coda_stem	reviewed_tibetan_exact_final_ng_historical_witness	source	historical_source	unaffected_feature_from_reviewed_source	unclear	secure_reviewed_alignment	medium
wts_1_34	88	1	2	སློང	slon	sloṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_historical_witness	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	88	1	2	སློང	slon	sloṅ	pre_coda_structural_unit	སློ	slo	pre_coda_stem	reviewed_tibetan_exact_final_ng_historical_witness	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	88	8	2	སློང	slon	sloṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_historical_witness	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	88	8	2	སློང	slon	sloṅ	pre_coda_structural_unit	སློ	slo	pre_coda_stem	reviewed_tibetan_exact_final_ng_historical_witness	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	88	164	4	མྱོང	myon	myoṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	88	164	4	མྱོང	myon	myoṅ	pre_coda_structural_unit	མྱོ	myo	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	88	182	4	མྱོང	myon	myoṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	88	182	4	མྱོང	myon	myoṅ	pre_coda_structural_unit	མྱོ	myo	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	88	198	4	མྱོང	myon	myoṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	88	198	4	མྱོང	myon	myoṅ	pre_coda_structural_unit	མྱོ	myo	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	89	167	2	བང	ban	baṅ	suffix_coda			token_final	reviewed_tibetan_exact_final_ng_source_compatible	target	reviewed	role_unresolved	tibetan_proper_name	secure_reviewed_alignment	none
wts_1_34	90	1	2	ཝང	wan	waṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	90	1	2	ཝང	wan	waṅ	pre_coda_structural_unit	ཝ	wa	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	90	7	2	ཝང	wan	waṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	90	7	2	ཝང	wan	waṅ	pre_coda_structural_unit	ཝ	wa	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	91	117	2	ཚང	tshan	tshaṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	91	117	2	ཚང	tshan	tshaṅ	pre_coda_structural_unit	ཚ	tsha	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	92	49	2	ཤིང	sin	siṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_source_compatible	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	92	49	2	ཤིང	sin	siṅ	pre_coda_structural_unit	ཤི	si	pre_coda_stem	reviewed_tibetan_exact_final_ng_source_compatible	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	92	180	3	ཐང	than	thaṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	92	180	3	ཐང	than	thaṅ	pre_coda_structural_unit	ཐ	tha	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	92	180	5	གླིང	glin	gliṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	92	180	5	གླིང	glin	gliṅ	pre_coda_structural_unit	གླི	gli	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	93	62	1	ཀོ	Ikog	lkog	unsegmented_structural_unit	ཀོ	□kog	unaffected_span_support	reviewed_tibetan_exact_initial_i_l_family	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	93	62	2	སྐོ	Ikog	lkog	unsegmented_structural_unit	སྐོ	□kog	unaffected_span_support	reviewed_tibetan_exact_initial_i_l_family	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	93	97	2	གྱོང	gyon	gyoṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_historical_witness	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	93	97	2	གྱོང	gyon	gyoṅ	pre_coda_structural_unit	གྱོ	gyo	pre_coda_stem	reviewed_tibetan_exact_final_ng_historical_witness	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	93	106	2	གྱོང	gyon	gyoṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_historical_witness	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	93	106	2	གྱོང	gyon	gyoṅ	pre_coda_structural_unit	གྱོ	gyo	pre_coda_stem	reviewed_tibetan_exact_final_ng_historical_witness	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	94	118	2	ལྤགས	Ipags	lpags	unsegmented_structural_unit	ལྤགས	□pags	unaffected_span_support	reviewed_tibetan_exact_initial_i_l_family	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	94	133	2	ལྤགས	Ipags	lpags	unsegmented_structural_unit	ལྤགས	□pags	unaffected_span_support	reviewed_tibetan_exact_initial_i_l_family	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	94	144	3	མཁན	Ipags	lpags	unsegmented_structural_unit	མཁན	□pags	unaffected_span_support	reviewed_tibetan_exact_initial_i_l_family	source	historical_source	unaffected_feature_from_reviewed_source	unclear	secure_reviewed_alignment	medium
wts_1_34	96	165	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	96	165	1	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	96	214	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	96	214	1	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	97	5	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	tibetan_proper_name	secure_reviewed_alignment	high
wts_1_34	97	5	1	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	tibetan_proper_name	secure_reviewed_alignment	medium
wts_1_34	97	18	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	97	18	1	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	97	19	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	97	19	1	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	97	19	2	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	97	19	2	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	97	25	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	97	25	1	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	97	41	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	97	41	1	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	97	46	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	97	46	1	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	97	56	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	97	56	1	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	97	75	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	97	75	1	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	97	78	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	97	78	1	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	97	87	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	97	87	1	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	97	88	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	97	88	1	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	97	98	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	97	98	1	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	97	111	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	97	111	1	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	97	111	3	བྲང	bran	braṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	97	111	3	བྲང	bran	braṅ	pre_coda_structural_unit	བྲ	bra	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	97	141	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	97	141	1	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	97	158	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	97	158	1	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	98	23	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	tibetan_proper_name	secure_reviewed_alignment	high
wts_1_34	98	23	1	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	tibetan_proper_name	secure_reviewed_alignment	medium
wts_1_34	98	43	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	tibetan_proper_name	secure_reviewed_alignment	high
wts_1_34	98	43	1	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	tibetan_proper_name	secure_reviewed_alignment	medium
wts_1_34	98	48	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	tibetan_proper_name	secure_reviewed_alignment	high
wts_1_34	98	48	1	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	tibetan_proper_name	secure_reviewed_alignment	medium
wts_1_34	98	51	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	98	51	1	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	98	60	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	98	60	1	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	98	104	3	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	marker_or_damage	high
wts_1_34	98	104	3	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	marker_or_damage	medium
wts_1_34	98	106	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	98	106	1	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	98	114	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	98	114	1	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	98	118	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	98	118	1	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	98	161	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	98	161	1	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	98	167	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	98	167	1	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	98	193	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	98	193	1	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	98	199	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	98	199	1	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	98	221	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	98	221	1	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	99	1	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	99	1	1	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	99	3	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
wts_1_34	99	3	1	ཀོང	kon	koṅ	pre_coda_structural_unit	ཀོ	ko	pre_coda_stem	reviewed_tibetan_exact_final_ng_consensus	source	historical_source	unaffected_feature_from_reviewed_source	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	medium
wts_1_34	99	10	1	ཀོང	kon	koṅ	suffix_coda	ང	ṅ	token_final	reviewed_tibetan_exact_final_ng_consensus	target	reviewed	reviewed_explicit_feature_evidence	ordinary_tibetan_lexical_or_compound	secure_reviewed_alignment	high
