family	style	cid	glyph_signature	unicode	evidence_method	evidence_count	evidence_note
TGaramond	italic	004F	3d01652e801d84c6e94d70d9c313a7aff391d649d5d3ffaeab8344ef4d623ef6	o	visible-pdf-and-outline-review	8141	A2 stratified 201-PDF sample
TGaramond	italic	0050	048fa412901e43e07fa768061a77cc90e8f775053a4dcc3302f69e83a586e5fb	p	visible-pdf-and-outline-review	5997	A2 stratified 201-PDF sample
TGaramond	italic	0051	857828c25367efb0a75d0d6d226da17646f98f564e8eba73f083e0098d67c1f4	q	visible-pdf-and-outline-review	1	A2 stratified 201-PDF sample
TGaramond	italic	0052	7f33dd5f331c3cf91868c92aa75ef053c326a6769be76486ab47190dfee31bd6	r	visible-pdf-and-outline-review	9974	A2 stratified 201-PDF sample
TGaramond	italic	0053	0e7f9bd2d586c7379ac2c862d8a26e6252074f3d2b96bb8c2ecf6c0635edf2c0	s	visible-pdf-and-outline-review	13609	A2 stratified 201-PDF sample
TGaramond	italic	0054	cfe592db52ce906915e87368641095e67f1add84cb485090d8750238d77f579e	t	visible-pdf-and-outline-review	6271	A2 stratified 201-PDF sample
TGaramond	italic	0055	6abe4b3f2a02bc557764ad9f472aa8c440f9de7c8d7d1b1d241370d096885b86	u	visible-pdf-and-outline-review	6632	A2 stratified 201-PDF sample
TGaramond	italic	0056	003dd78267e22c0f80dfdd22580c3faf2f6296a88f928af7e95a1e996cd16876	v	visible-pdf-and-outline-review	263	A2 stratified 201-PDF sample
TGaramond	italic	0057	3a8c35ff3151ff1595ded4196e642dc98e7388c872a562f88d99d6c0ffa858c0	w	visible-pdf-and-outline-review	121	A2 stratified 201-PDF sample
TGaramond	italic	0059	b91b75f7544a845e18aa86334dfd6685c1b3e03d2a620a37eec6bfa77ef8088b	y	visible-pdf-and-outline-review	6169	A2 stratified 201-PDF sample
TGaramond	italic	005A	0bc2adfb111ef5d284384e2d50f27c4f0c854741a05f687f815d1699ac3df7fb	z	visible-pdf-and-outline-review	1049	A2 stratified 201-PDF sample
TGaramond	italic	005B	e4731638d6e4db4b7df6687c91ed0854b6193aa3f6e6b9df71bbe5e8cb20864b	{	visible-pdf-and-outline-review	3	A2 stratified 201-PDF sample
TGaramond	italic	005D	862c0b8775392a1660c3b82fec5c2437ed35c945f57635f430627713dfc5e179	}	visible-pdf-and-outline-review	3	A2 stratified 201-PDF sample
TGaramond	italic	005E	88365e2f2c26767e31f03bb2d265d479eec231abdee2802390f303d6aea5a9a0	~	visible-pdf-and-outline-review	1	visible PDF: line-initial tilde in theṅs
TGaramond	italic	0061	e2d53f2403c3b235846d92cff5ee8479a21992d8db61b308d477a4571f6e5f26	„	visible-pdf-and-outline-review	10	A2 stratified 201-PDF sample
TGaramond	italic	0062	2d104f6c0dbe08c81b552c17929b0cc736eb560c664bcfec8746359965ff18a6	ḥ	visible-pdf-and-outline-review	244	A2 stratified 201-PDF sample
TGaramond	italic	0066	6d230ec4499949aab7a7ed8c11e2d4e7ba46534c93328102cbb6b9cc3c2d8cd4	ī	visible-pdf-and-outline-review	108	A2 stratified 201-PDF sample
TGaramond	italic	006B	e08465e33f54b8a14c94e15e72c975628e84812ff0827ec42c2b9d2064612270	’	visible-pdf-and-outline-review	5847	A2 stratified 201-PDF sample
TGaramond	italic	006C	d4012dfbce7638fc2306d823b7e4264847019ca602f0e42803b4b307de57c2bf	“	visible-pdf-and-outline-review	2	A2 stratified 201-PDF sample
TGaramond	italic	0072	74e0f9c7d26f1496a5754452507fc542c21a5f25a92e0732241726950acd1738	ṛ	visible-pdf-and-outline-review	128	A2 stratified 201-PDF sample
TGaramond	italic	007C	05f1ca0e14ead6d64230df3b16820a0fa684ea12e6456591dde570cf9c3f82c2	ṃ	visible-pdf-and-outline-review	78	A2 stratified 201-PDF sample
TGaramond	italic	007F	534c11e39115d2917186843a5633051e89231ef04975fd42f68c986469935bf9	ṇ	visible-pdf-and-outline-review	83	A2 stratified 201-PDF sample
TGaramond	italic	0082	063cf23d22965c587c386cbb340be5886d37cfdb5c459887c7bd774d09929aca	ṅ	visible-pdf-and-outline-review	6431	A2 stratified 201-PDF sample
TGaramond	italic	0086	a8d6f1aca10be3bb90065377b32f7fdca61aa3c78aea2a3b563c443f11b21800	°	visible-pdf-and-outline-review	3	A2 stratified 201-PDF sample
TGaramond	italic	0089	078858191c7970803e60b2cdfa3b033f235dbb1c4e10ebc51725138054b63caa	r	visible-pdf-and-outline-review	34	A2 stratified 201-PDF sample
TGaramond	italic	008E	f4e109c4d19c92662c051caa8f37226e11fe72d161118d666b968e035028a153	ś	visible-pdf-and-outline-review	905	A2 stratified 201-PDF sample
TGaramond	italic	008F	209c76d9fec155a0b1855938c54c717deedf88bc9381a0e7d731b3edde083ca0	Ś	visible-pdf-and-outline-review	2	A2 stratified 201-PDF sample
TGaramond	italic	0090	a97e362d5177549890d40cf80eb3f8955b8ba0a4f2d0d7f9f828ea0290b1ecf2	ṣ	visible-pdf-and-outline-review	80	A2 stratified 201-PDF sample
TGaramond	italic	0093	61158aec2c0ec746baaa74657211378a22591b00c9df59488c1ff97a845c6a49	ṭ	visible-pdf-and-outline-review	99	A2 stratified 201-PDF sample
TGaramond	italic	0095	42aa8645ec7489b9b60978c6b324bc2459eb77b4c28f98fd95ab21fa1b242a8f	ū	visible-pdf-and-outline-review	44	A2 stratified 201-PDF sample
TGaramond	italic	00AD	4ca12504fe3c3f439c3142e3fe49bfac606898cec89ae3c9fd5fa2a5675efa59	ź	visible-pdf-and-outline-review	1057	A2 stratified 201-PDF sample
TGaramond	italic	00BC	afe1c174c7664a476210606d64978e816da9b0067e9ad8bb16f2a14f2be14c16	ç	visible-pdf-and-outline-review	1	A2 stratified 201-PDF sample
TGaramond	italic	00C5	4215d1b4a9c57feede32f17454561739ce28123e6825e7c1c82ff50441bf735c	ñ	visible-pdf-and-outline-review	1160	A2 stratified 201-PDF sample
TGaramond	italic	00CB	8e174b17662868a5852eca230ebf780629ce6914621bc48e29bb515fe39114b6	↑	visible-pdf-and-outline-review	1	A2 stratified 201-PDF sample
TGaramond	italic	00D2	a23f9eeb507175030958b778a0fdf40d6155461d54beeda18b290d03fed4d846	↓	visible-pdf-and-outline-review	1	A2 stratified 201-PDF sample
TGaramond	italic	00D4	7a7a9098cbd21cdbfafe9cf09f543a132264cd0c7547299de63c91e39c886d02	 	visible-pdf-and-outline-review	44918	A2 stratified 201-PDF sample
TGaramond	italic	00E4	c1ae7ab66291c9b9b546287196eb75ff29425f783a0f36e3650de3fede49b6f3	~	visible-pdf-and-outline-review	4355	A2 stratified 201-PDF sample
TGaramond	italic	00E5	cc6b74e13af78d3e5feb1c4a427ae800200895a5ab6fb9ac312bc036be2fbdea	⟨	visible-pdf-and-outline-review	2	visible PDF: left angle bracket in skt. abhi ⟨man verachten⟩
TGaramond	italic	00E6	27098d49e6693169b7e7aa01b60f813b331f876e33f0f3ef7744717c69ce3a15	≈	visible-pdf-and-outline-review	6	A2 stratified 201-PDF sample
TGaramond	italic	00E8	42dcd24d7f4145a3e610c01afa25cff08f0ea03dd32406904b06b0287d714a84	⟨	visible-pdf-and-outline-review	38	A2 stratified 201-PDF sample
TGaramond	italic	00E9	b8f0955072dfb98dc2f17ea86b8b900bc168ac33ee5308acf69bd9ccfe783da3	⟩	visible-pdf-and-outline-review	39	A2 stratified 201-PDF sample
TGaramond	regular	0001	75c1d1a5257c58d9966b3da0262eaa063921c392f8793984b5e5a910e041c0fc	!	visible-pdf-and-outline-review	164	A2 stratified 201-PDF sample
TGaramond	regular	0002	7c521a60ebad2eb850be392d2183f13af21348e7411314da7336a4b5863beed5	ā	visible-pdf-and-outline-review	736	A2 stratified 201-PDF sample
TGaramond	regular	0003	17cad71b12fabe1ae88b3541278f3d7ea82b555b8913575685cb5f166b81172e	Ā	visible-pdf-and-outline-review	6	A2 stratified 201-PDF sample
TGaramond	regular	0006	cd540b4aee94306ba4cc28eaf758ea8e4aafb141ca17880f8ce4c5968f19789e	ḍ	visible-pdf-and-outline-review	114	A2 stratified 201-PDF sample
TGaramond	regular	0007	aa820783338b71b41eba75828dad4ba88b04a3edd808bd748df033aebdfd6f10	Ḍ	visible-pdf-and-outline-review	35	A2 stratified 201-PDF sample
TGaramond	regular	0008	ec659d810bbd8e39357b92d0f06e7caacb691e1377e5f87d8de48879cce00e94	(	visible-pdf-and-outline-review	7742	A2 stratified 201-PDF sample
TGaramond	regular	0009	e3f5381b386697c485dbfcbdca78a6b7110fc1c3da24f663290477307195d6df	)	visible-pdf-and-outline-review	7744	A2 stratified 201-PDF sample
TGaramond	regular	000A	5d98a20fd0400f332c8d075e9b2df5606d68a5789d2a2dfb905a24187584a1d5	*	visible-pdf-and-outline-review	1	A2 stratified 201-PDF sample
TGaramond	regular	000C	63d204d9b86c92ebaf4cd83ac8ac7dd8ac70d97f4f825066726d192d763ce037	,	visible-pdf-and-outline-review	5934	A2 stratified 201-PDF sample
TGaramond	regular	000D	92e3544bd7f4828328250e442c75f3cb5e902cec4e1eb147515072c943fefa33	-	visible-pdf-and-outline-review	2630	A2 stratified 201-PDF sample
TGaramond	regular	000E	27cad1de731cadb63fbf9694fdf6c5712eaf238bbbc7e9c4a806dff6e9fad8bf	.	visible-pdf-and-outline-review	13847	A2 stratified 201-PDF sample
TGaramond	regular	000F	894b6203a0cf3c38d7f4f9308f095ac3455cb1651d75564c03220679e7163b29	/	visible-pdf-and-outline-review	364	A2 stratified 201-PDF sample
TGaramond	regular	0010	15ca9a8857f42c005299a653c200f0ec43d8ebdd34ad65d767a01c717e1a6c45	0	visible-pdf-and-outline-review	1167	A2 stratified 201-PDF sample
TGaramond	regular	0011	d396c60d487cef1487b30734b08b14b6ddb5a0695a4710f9b91ded1b6850d0e6	1	visible-pdf-and-outline-review	4977	A2 stratified 201-PDF sample
TGaramond	regular	0012	c445588c454025e41814a24df7320fabf9ee895fd938efc57a15c27d7d6533bf	2	visible-pdf-and-outline-review	3891	A2 stratified 201-PDF sample
TGaramond	regular	0013	e42fa59a9ba7ffa20da646e895bdcf1a3cf8c0b5ece280689263a04293163c48	3	visible-pdf-and-outline-review	2438	A2 stratified 201-PDF sample
TGaramond	regular	0014	24b25ae5af869e027df8630ae29865ba7f947fdae1322ab97c21547404d1e0aa	4	visible-pdf-and-outline-review	1657	A2 stratified 201-PDF sample
TGaramond	regular	0015	b26b3646489423b3691f73cb4009095d2cd5324990ee5047a0fe2bebc5467e18	5	visible-pdf-and-outline-review	1644	A2 stratified 201-PDF sample
TGaramond	regular	0016	4bb15ee31cc58a2283e5d962c219e7db4e71f2157d6a7ef83fc88e7b274f93be	6	visible-pdf-and-outline-review	1375	A2 stratified 201-PDF sample
TGaramond	regular	0017	8ff7f2225f554cd94864dfacbc57665a34694d5821598e728109a67c54fa77de	7	visible-pdf-and-outline-review	1288	A2 stratified 201-PDF sample
TGaramond	regular	0018	a3235301d7e4eb9a16da9675fb668411bf74dd7979de5b2aa9f7970b7e6287d7	8	visible-pdf-and-outline-review	1149	A2 stratified 201-PDF sample
TGaramond	regular	0019	404e0315ebcc940f01318395bb23eac9998d1c88cd55784416c3a9fb901ec83f	9	visible-pdf-and-outline-review	1080	A2 stratified 201-PDF sample
TGaramond	regular	001A	d6fb0a5aecd411f9436493a48df819c1d9661e968ca5b1acb840d7074402c49a	?	visible-pdf-and-outline-review	701	A2 stratified 201-PDF sample
TGaramond	regular	001B	65f5e51bebd50081a12e7988b568def528bb4e442463324281ec3016ad3579eb	;	visible-pdf-and-outline-review	3846	A2 stratified 201-PDF sample
TGaramond	regular	001F	484adc0c55fd71189bc447f61659e029dcea7d0fad7a164b7fe814d3cf9aceae	!	visible-pdf-and-outline-review	149	A2 stratified 201-PDF sample
TGaramond	regular	0021	1402ce6e01de8e14c07936e8aa37fdf8b3f7719875d828889cf5f40fa771f8f7	A	visible-pdf-and-outline-review	897	A2 stratified 201-PDF sample
TGaramond	regular	0022	5728b783d5c9ff039bd18886a7ee000e9fb55eb1d85c5501e6d798b652b03a71	B	visible-pdf-and-outline-review	1710	A2 stratified 201-PDF sample
TGaramond	regular	0023	187d86212978c5d608e007d371a1550b4ec28bc4d3ad072a3cb950800e3108f6	C	visible-pdf-and-outline-review	257	A2 stratified 201-PDF sample
TGaramond	regular	0024	36c493282733fe25038b55d0677bdcf187daefd35428bc2f072bc0b5e0b510a7	D	visible-pdf-and-outline-review	3140	A2 stratified 201-PDF sample
TGaramond	regular	0025	fdc1f3dd5a0711a10b8675ffbcef6ea1d2105b6be2ecee45460f8a3e2a4d1dbe	E	visible-pdf-and-outline-review	727	A2 stratified 201-PDF sample
TGaramond	regular	0026	6a9b61d825329b07fc5de9c9eb1191eb5c4b8865c89afe5dcd89a38c1803adb1	F	visible-pdf-and-outline-review	579	A2 stratified 201-PDF sample
TGaramond	regular	0027	a702c15e08d59b8fd9e3b6d3a17e7a2df1bfb0464b39a5ff65c0e0f75f56542f	G	visible-pdf-and-outline-review	1310	A2 stratified 201-PDF sample
TGaramond	regular	0028	6d074f921c7fdc352f31439d4353392a4856ceb7d4cd81341efaa9d9275c8c31	H	visible-pdf-and-outline-review	1088	A2 stratified 201-PDF sample
TGaramond	regular	0029	663a4f8908770ec481f6409ba0c3933b578e960a7c529f61537e9c53557d79c0	I	visible-pdf-and-outline-review	261	A2 stratified 201-PDF sample
TGaramond	regular	002A	a6438f0a85d67e151c563ac65f33eb41f40d6ca0bdceef5acbb055b46281329d	J	visible-pdf-and-outline-review	177	A2 stratified 201-PDF sample
TGaramond	regular	002B	fecdeda22f49c13d70830385a5d97a7b2876775cc1ff11fe9ed07f8411c79604	K	visible-pdf-and-outline-review	1266	A2 stratified 201-PDF sample
TGaramond	regular	002C	11d70f3bca89ed885ed98e3247eba80c507db1231df16be5146b071f282a0a79	L	visible-pdf-and-outline-review	2520	A2 stratified 201-PDF sample
TGaramond	regular	002D	44f5de4bed9be210271c2bab633c06f2ff6e1b27b08ecad7453f10e6b3e674e2	M	visible-pdf-and-outline-review	1676	A2 stratified 201-PDF sample
TGaramond	regular	002E	45b8b63bdb8df605f94c4157b2208579a2389c3b1a9ff5f0476d41dd7fdfb665	N	visible-pdf-and-outline-review	568	A2 stratified 201-PDF sample
TGaramond	regular	002F	776b5564e51ec661005f28eb11457068c96656a7578264c4a8f76089e676e02b	O	visible-pdf-and-outline-review	151	A2 stratified 201-PDF sample
TGaramond	regular	0030	0dfe497bdf49de1fd32feb2c5f5c324ea7bcf5afd92dd2c04288458bf41f1e7d	P	visible-pdf-and-outline-review	719	A2 stratified 201-PDF sample
TGaramond	regular	0031	fa09a423af862c6b8c2f0076e42e067245dcedbbf57b4a3640efee9bc23706ca	Q	visible-pdf-and-outline-review	24	A2 stratified 201-PDF sample
TGaramond	regular	0032	54d71bbd900e0f11eb8692b0b1a15bfa117513757a36b7b7e39c58b84ba9451e	R	visible-pdf-and-outline-review	615	A2 stratified 201-PDF sample
TGaramond	regular	0033	bc88a5dec050b079b7a25044306a52b9857668766488f74f54246754fa05db6d	S	visible-pdf-and-outline-review	1751	A2 stratified 201-PDF sample
TGaramond	regular	0034	f422f3ba951d56719bbd5af891f12f82a02b10be61631edb27397c5382a22e42	T	visible-pdf-and-outline-review	1512	A2 stratified 201-PDF sample
TGaramond	regular	0035	60cb29eb1161a87d6f054ac7b206cd3e63cf63b72dab2c7575964a636fef1a7e	U	visible-pdf-and-outline-review	348	A2 stratified 201-PDF sample
TGaramond	regular	0036	f861e316b00d48ac884c0914f61937bb9afbc73d905b9ca6bd7d2e7ce5e1eb14	V	visible-pdf-and-outline-review	733	A2 stratified 201-PDF sample
TGaramond	regular	0037	093b8a6b3851d6fdc31fb9fb26533dc3d9f9d1e4417fa1f8a35cb4f4bf7550dc	W	visible-pdf-and-outline-review	668	A2 stratified 201-PDF sample
TGaramond	regular	0038	2c976f0b351d9ad7f7514a3ea157e998f91ceaf57590cce39848ffa380476c44	X	visible-pdf-and-outline-review	11	A2 stratified 201-PDF sample
TGaramond	regular	0039	0a50328d5c06fafb1a773a8beacc6922198b4fd92c8bd77a6f7f7a115db544f0	Y	visible-pdf-and-outline-review	85	A2 stratified 201-PDF sample
TGaramond	regular	003A	e5f86103ee0637ee1df3734e02f4a218a787e2cd623767ec1d9ff383182c8505	Z	visible-pdf-and-outline-review	452	A2 stratified 201-PDF sample
TGaramond	regular	003B	e13e149bb826a43e792bfa03818815f5cc5ab4077108f0517a924cbfe5480388	[	visible-pdf-and-outline-review	783	A2 stratified 201-PDF sample
TGaramond	regular	003D	2fb5e9a517f60069c8bc8d8f9af2d0d7cf33971db8f6f5df802e0df79458374c	]	visible-pdf-and-outline-review	783	A2 stratified 201-PDF sample
TGaramond	regular	0041	e9865d62fc5afecb6939241de04035b34c8f906224a64965466c0745edb0262b	a	visible-pdf-and-outline-review	16067	A2 stratified 201-PDF sample
TGaramond	regular	0042	9a3d2829003cf3e6b09f4e6fae7049e88c3579bfd7a6b73970d3a552dc7b41fe	b	visible-pdf-and-outline-review	5460	A2 stratified 201-PDF sample
TGaramond	regular	0043	90c89679de7ac4e24f5ad7520b4ad94e4b66b057c8a5c092f3aba606210d0f29	c	visible-pdf-and-outline-review	6547	A2 stratified 201-PDF sample
TGaramond	regular	0044	45239bcbd1fcfc5ebdc5a314d29c9237831e81704c5a1440d677e1668efc7c69	d	visible-pdf-and-outline-review	12099	A2 stratified 201-PDF sample
TGaramond	regular	0045	8d9f38d0a85f7ba4ff0b20d76ba6f59b40ec4cbe9dc0f32f6cff4e1f5b441231	e	visible-pdf-and-outline-review	42071	A2 stratified 201-PDF sample
TGaramond	regular	0046	9016bf0067871b8511414ed088fee49040d9b34803258f28867c421dd524ddfc	f	visible-pdf-and-outline-review	3645	A2 stratified 201-PDF sample
TGaramond	regular	0047	ba09ba238de5914048b6880f771642d9424eb6776ecfd4f645f82b8912b865f4	g	visible-pdf-and-outline-review	8467	A2 stratified 201-PDF sample
TGaramond	regular	0048	1bbdd0bb38f6b38ee4ed142a1496368c485282e581fac12b9733a0a8be070925	h	visible-pdf-and-outline-review	10973	A2 stratified 201-PDF sample
TGaramond	regular	0049	116d4d071c7d128f0071bcb0c3664302bf39866f9c52582e4400ae3002e24254	i	visible-pdf-and-outline-review	17834	A2 stratified 201-PDF sample
TGaramond	regular	004A	a6dc63f1df61b3cb0a4c9647b751db81b32a3eff3387e69cd4f4815b1478cecc	j	visible-pdf-and-outline-review	295	A2 stratified 201-PDF sample
TGaramond	regular	004B	a41a8f65db2bd84d7a3ed7facecf69876088b1b5f610a7ace2068f653c8b072b	k	visible-pdf-and-outline-review	2993	A2 stratified 201-PDF sample
TGaramond	regular	004C	cd7db2985a0b6fdaa79d2bd7278fcc11ae5ca4936125c9aa4bcbcb07e6d2e66e	l	visible-pdf-and-outline-review	8551	A2 stratified 201-PDF sample
TGaramond	regular	004D	441a5715614a09e3ab952ee7853610737c40dd2673c372d086b5df054927c86c	m	visible-pdf-and-outline-review	6477	A2 stratified 201-PDF sample
TGaramond	regular	004E	ce2d34f49e3a03306618c3efb127d2469ca135a83be77861364bb7e839b5025e	n	visible-pdf-and-outline-review	22711	A2 stratified 201-PDF sample
TGaramond	regular	004F	95e58b0602c28701f02dfdbedc666cd11fad3669de5fe4a14eb14f4a29302a4a	o	visible-pdf-and-outline-review	4944	A2 stratified 201-PDF sample
TGaramond	regular	0050	7a934631ec8fee752b624b7a176b0c9163b16218b6624b8dfbf75a44bfd60138	p	visible-pdf-and-outline-review	1657	A2 stratified 201-PDF sample
TGaramond	regular	0051	e99edf0530621d0e130d8786b97a4fd78f3014e31b506f4928405bd94d6a2593	q	visible-pdf-and-outline-review	22	A2 stratified 201-PDF sample
TGaramond	regular	0052	eca36d3e3d701d8ee78f91b865a2e9eccc70e750d73c8851050798ad12789164	r	visible-pdf-and-outline-review	19457	A2 stratified 201-PDF sample
TGaramond	regular	0053	71ada083a5cc97db96314faaac98fa3bf4b0dd431ada9966daca9baee480bec6	s	visible-pdf-and-outline-review	13051	A2 stratified 201-PDF sample
TGaramond	regular	0054	e700b0be7793a2bd2275eee3acde9662c47e9612ea67fe9ed429b7366f530b71	t	visible-pdf-and-outline-review	13924	A2 stratified 201-PDF sample
TGaramond	regular	0055	e1d6fa9e37442ee9cad18720b0a7573d38d6327ec0daa818e3d1ec6cf336fe5b	u	visible-pdf-and-outline-review	8703	A2 stratified 201-PDF sample
TGaramond	regular	0056	0e75c3b341f87ef542269a80e5aed5493c4df7b27ad005f5ffdc2a8020bb661f	v	visible-pdf-and-outline-review	2610	A2 stratified 201-PDF sample
TGaramond	regular	0057	906d8939fd04d2932b95cdc5a0781a8bd4df113f48b645b4a38f90ffc3b1de2f	w	visible-pdf-and-outline-review	3309	A2 stratified 201-PDF sample
TGaramond	regular	0058	1138da228a74c70acf734475b6c9274872da33a795a41fc5e7ce67f959d0aa35	x	visible-pdf-and-outline-review	1811	A2 stratified 201-PDF sample
TGaramond	regular	0059	3c3e8afcc1d0b41a69bce893bbed01a8aa8b30ae588f798ce5624cab6f22017a	y	visible-pdf-and-outline-review	2128	A2 stratified 201-PDF sample
TGaramond	regular	005A	cc8e1fb73273299458cde6032a9518fd0214f02e08cb8bcf9376e643746615e5	z	visible-pdf-and-outline-review	2901	A2 stratified 201-PDF sample
TGaramond	regular	005B	e4731638d6e4db4b7df6687c91ed0854b6193aa3f6e6b9df71bbe5e8cb20864b	{	visible-pdf-and-outline-review	56	A2 stratified 201-PDF sample
TGaramond	regular	005D	862c0b8775392a1660c3b82fec5c2437ed35c945f57635f430627713dfc5e179	}	visible-pdf-and-outline-review	56	A2 stratified 201-PDF sample
TGaramond	regular	005F	783e258a2c0ea7c3a7fe64d5805ec81ce319e619a09ace3cb2aaa0fbbf04b12d	‚	visible-pdf-and-outline-review	2	A2 stratified 201-PDF sample
TGaramond	regular	0061	91374144cd58c7b1f6794e76fe909555028da7edf01c5d0c254f0edce057a0c1	„	visible-pdf-and-outline-review	4522	A2 stratified 201-PDF sample
TGaramond	regular	0066	179b84f5acf1d975545bb93f7dda9f6474763e1d4109872dbe04cdff763dd288	ī	visible-pdf-and-outline-review	90	A2 stratified 201-PDF sample
TGaramond	regular	006A	840502193117b8c4f5df6e1a76d880125dc2707e2af46dc4349b04bb345d369c	‘	visible-pdf-and-outline-review	78	A2 stratified 201-PDF sample
TGaramond	regular	006B	0f76e9cf6be07632d0a9e6a990e5de160aa8be1a831bb3e46d199165b6d5d99a	’	visible-pdf-and-outline-review	153	A2 stratified 201-PDF sample
TGaramond	regular	006C	0873ce96eea825f607c1e539b9ea86ad0d01b0a5eff3fbd2c663a5207ef95cd0	“	visible-pdf-and-outline-review	4531	A2 stratified 201-PDF sample
TGaramond	regular	0070	e7b2b647f6601d254b61a3e61f02243d19dd2c25836db737647288d35ad60f5e	Ī	visible-pdf-and-outline-review	2	A2 stratified 201-PDF sample
TGaramond	regular	007B	e0b2f864e314c9d1441bae666be865b07be432a6ee4c723f7b962648d1dfdc55	Ź	visible-pdf-and-outline-review	11	A2 stratified 201-PDF sample
TGaramond	regular	007C	67045d2c668e927c1d98da6d74155a542cd9c7d29f967f9576727b410c7a9ae9	ṃ	visible-pdf-and-outline-review	67	A2 stratified 201-PDF sample
TGaramond	regular	007F	3cc022a99149b25a4b59f7fd30004938f9baad4f6e4606051d5ac3df86a88013	ṇ	visible-pdf-and-outline-review	51	A2 stratified 201-PDF sample
TGaramond	regular	0082	3dad78d7500c218d1093b8f272cbcc9f8390675b301d46d94ecb208d33411c99	ṅ	visible-pdf-and-outline-review	307	A2 stratified 201-PDF sample
TGaramond	regular	0084	a446d518fc80673a9815071f29f72473490b3d194a7b42c8dbc3eaa91b7adaf2	ṅ	visible-pdf-and-outline-review	18	A2 stratified 201-PDF sample
TGaramond	regular	0089	e7869e3d8cd6a6dce99479831852ef679e1c42f6bfb660919ed7c77c54448915	r	visible-pdf-and-outline-review	26	A2 stratified 201-PDF sample
TGaramond	regular	008B	3be679b6eef8a8bd462e188faec6183a2c0eb77dba5fda4bc7bd20a7dd2b1663	Ṛ	visible-pdf-and-outline-review	2	A2 stratified 201-PDF sample
TGaramond	regular	008E	2dbfeaee863bde9bd1aa3c2b451363de563b88ddab8f83d093eb1e816cca24d5	ś	visible-pdf-and-outline-review	316	A2 stratified 201-PDF sample
TGaramond	regular	008F	4f50f10701333d75a6660c1fea4195edcd5f970331db6b32de2297c37757cf8a	Ś	visible-pdf-and-outline-review	45	A2 stratified 201-PDF sample
TGaramond	regular	0090	fd1bb15f97fc2c4298ee8a607cab6b18c4c9673aea7ddd7234adc79c4dd9c6cc	ṣ	visible-pdf-and-outline-review	80	A2 stratified 201-PDF sample
TGaramond	regular	0092	ae98173cd5162f69ad1ec02a05eb04c10ef4429fa01195b63ed10cd6f7198bbb	Ṣ	visible-pdf-and-outline-review	1	A2 stratified 201-PDF sample
TGaramond	regular	0093	110d08394ce74b46b0c39cb91a4735a26247349160f111bdf9af4b71482cf541	ṭ	visible-pdf-and-outline-review	10	A2 stratified 201-PDF sample
TGaramond	regular	0094	108118eaff02f87320db284bd167c1e40a4c70b32ade4066381270b8691aceeb	Ṭ	visible-pdf-and-outline-review	53	A2 stratified 201-PDF sample
TGaramond	regular	0095	5189458451a88cd3d2dab2dce471e859b086432fedc458f0d874701afb21f2c5	ū	visible-pdf-and-outline-review	33	A2 stratified 201-PDF sample
TGaramond	regular	009A	1c5860848572789146bc9973514f47a88eb7bb33c8ceec68e745b89cef447ee6	Ä	visible-pdf-and-outline-review	27	A2 stratified 201-PDF sample
TGaramond	regular	00A7	53a8fd650f58254523ba86ebee6e994f18b858c6d787098f8bdd46af92668125	Ñ	visible-pdf-and-outline-review	32	A2 stratified 201-PDF sample
TGaramond	regular	00AC	12af4849bc6e03a39343235b472d9164ee8cdff80adc04fd9208b98291cf0550	Ö	visible-pdf-and-outline-review	14	A2 stratified 201-PDF sample
TGaramond	regular	00AD	512e23ae904ec67d82031c6c067866876719c834410a2e0c0cb72a7d30a3437b	ź	visible-pdf-and-outline-review	24	A2 stratified 201-PDF sample
TGaramond	regular	00AE	4b70f64de0009a3d824f3e56902940984a49a75a9885375a3858ae3f53ef0733	Ø	visible-pdf-and-outline-review	1	A2 stratified 201-PDF sample
TGaramond	regular	00B2	584e9d95d6ab790c0c4ec5aec87b40aca739d46d3d9799e8dbc2d9dda8695717	Ü	visible-pdf-and-outline-review	53	A2 stratified 201-PDF sample
TGaramond	regular	00B4	a360a170fd7450b0832a9dc7b38d246ff5c9c08fc346b04ae917f1e25e05bd5e	ß	visible-pdf-and-outline-review	772	A2 stratified 201-PDF sample
TGaramond	regular	00B9	3e746abe45ee41d13fff4aa4efb45ad84035b245a2395d923218adc0c4210e95	ä	visible-pdf-and-outline-review	1321	A2 stratified 201-PDF sample
TGaramond	regular	00BE	1c9aea18b5d85805e1a2c2d93c27099f49992065043722ebb99f702c8f599329	é	visible-pdf-and-outline-review	1	A2 stratified 201-PDF sample
TGaramond	regular	00C5	53f71979b95fd0eb0ce2461ca854f88eb357245fa00041bc5eb57bac6e5141ec	ñ	visible-pdf-and-outline-review	31	A2 stratified 201-PDF sample
TGaramond	regular	00CA	1adaacd86bbf390bef5e959886d6c7106fcef95f86553112e2c637d1519712cc	ö	visible-pdf-and-outline-review	834	A2 stratified 201-PDF sample
TGaramond	regular	00CB	8e174b17662868a5852eca230ebf780629ce6914621bc48e29bb515fe39114b6	↑	visible-pdf-and-outline-review	281	A2 stratified 201-PDF sample
TGaramond	regular	00D0	7a6619f26c605c97ad6ff254d8b4ea600b41c5af53653b1ead2e5fa4abaf8620	ü	visible-pdf-and-outline-review	1876	A2 stratified 201-PDF sample
