volume	page	line	token_index	tibetan_syllable	old_token	current_token	migration_class	context_excerpt
wts_1_34	438	205	0	འཛིན	chtigter		former_fragment_or_gloss_alignment_removed	འགོ་འཛིན་ 20 ?72/72 Bevollmächtigter, An-
wts_1_34	438	205	4	འགོ	Bevollm	Bevollmächtigter	unicode_latin_token_extent_repaired	འགོ་འཛིན་ 20 ?72/72 Bevollmächtigter, An-
wts_1_34	438	205	5	འཛིན		An	new_alignment_requires_review	འགོ་འཛིན་ 20 ?72/72 Bevollmächtigter, An-
wts_1_34	441	56	1	འགྱིང	oy	oyın	dotless_i_token_merged_correctly	འགྱིང་སྟངས་ ’oyın stans Hochmut.
wts_1_34	441	56	2	སྟངས	n		former_alignment_requires_review	འགྱིང་སྟངས་ ’oyın stans Hochmut.
wts_1_34	441	56	3	སྟངས		stans	new_alignment_requires_review	འགྱིང་སྟངས་ ’oyın stans Hochmut.
wts_1_34	442	176	4	བན	S	Sänger	unicode_latin_token_extent_repaired	འགྱར་བག་མ།བན་ 'gyur bag mkhan Sänger.
wts_1_34	451	165	3	ས	Zahlungsempf	Zahlungsempfänger	unicode_latin_token_extent_repaired	འགྲོ་ཁང་ས་ 'gro khuns Zahlungsempfänger.
wts_1_34	452	46	2	ལྡིང	Id	Idın	dotless_i_token_merged_correctly	འགྲོ་ལྡིང་ gro Idın.
wts_1_34	455	97	0	རྒང	gar	garı	dotless_i_token_merged_correctly	རྒང་གཟུགས་ 7garı gzugs eine Antilope.
wts_1_34	456	16	0	འགོ	lterer		former_fragment_or_gloss_alignment_removed	རྒན་འགོ་ rgan 90 Älterer, Höchster.
wts_1_34	456	16	3	འགོ		Älterer	newly_visible_unicode_token	རྒན་འགོ་ rgan 90 Älterer, Höchster.
wts_1_34	464	144	0	རྒྱ		ıyarı	newly_visible_unicode_token	རྒྱ་རུ་ ıyarı Antilopenhorn.
wts_1_34	464	144	1	རྒྱ	yar		former_alignment_requires_review	རྒྱ་རུ་ ıyarı Antilopenhorn.
wts_1_34	466	19	1	རྒྱང	yar		former_alignment_requires_review	རྒྱང་ག ད &yarıg go
wts_1_34	466	19	2	ག	g		former_alignment_requires_review	རྒྱང་ག ད &yarıg go
wts_1_34	466	19	3	ད	go		former_alignment_requires_review	རྒྱང་ག ད &yarıg go
wts_1_34	483	18	3	ཨ	D	Dünndarm	unicode_latin_token_extent_repaired	རྒྱ་ཨ་ ༡9༡༧ ma Dünndarm.
wts_1_34	489	95	1	སྒང	sgar	sgarı	dotless_i_token_merged_correctly	སྒང་བུ་ ?sgarı bu Tgan bu 1.
wts_1_34	489	99	1	སྒང	sgar	sgarı	dotless_i_token_merged_correctly	སྒང་གཤགས་ sgarı 9$579$ (zw.) Kiste.
wts_1_34	489	102	1	སྒང	sgar	sgarı	dotless_i_token_merged_correctly	སྒང་གཤོངས་ sgarı gsons
wts_1_34	494	158	2	ཡི	y	yı	dotless_i_token_merged_correctly	སྒོ་ཡི་མེ་ཁོང་ sgo yı me lor Türblatt.
wts_1_34	494	178	3	ཤག	T	Türriegel	unicode_latin_token_extent_repaired	སྒོ་ཤག་ sgo $£ Türriegel.
wts_1_34	500	156	2	བརྙན	br	brüan	unicode_latin_token_extent_repaired	སྒྲ་བརྙན་ sgra brüan.
wts_1_34	501	105	1	པེ	ger	gerät	unicode_latin_token_extent_repaired	པེ gerät, Radio.
wts_1_34	507	23	3	གླེང	Gespr	Gespräch	unicode_latin_token_extent_repaired	སློག་གླེང་ sgrog £/67? Gespräch, Unterhaltung.
wts_1_34	507	63	3	ཤཿ	Schl	Schlüssel	unicode_latin_token_extent_repaired	སྒྲོག་རུས་ ཤཿ rus Brustknochen, Schlüssel-
wts_1_34	508	122	0	འྱ	chterinnen		former_fragment_or_gloss_alignment_removed	གཾ འྱ ཞ 9 Torwächterinnen des Man-
wts_1_34	508	122	2	གཾ	Torw	Torwächterinnen	unicode_latin_token_extent_repaired	གཾ འྱ ཞ 9 Torwächterinnen des Man-
wts_1_34	508	122	3	འྱ	des	des	alignment_change_requires_review	གཾ འྱ ཞ 9 Torwächterinnen des Man-
wts_1_34	508	122	4	ཞ		Man	new_alignment_requires_review	གཾ འྱ ཞ 9 Torwächterinnen des Man-
wts_1_34	508	170	2	ཏུ	K	Kärttikeya	unicode_latin_token_extent_repaired	Ta ཏུ Kärttikeya.
wts_1_34	526	194	4	རིང	langm	langmütig	unicode_latin_token_extent_repaired	ཛང་རིང་ ༡7:77 rin langmütig, nachsichtig, weit-
wts_1_34	532	175	2	རིལ	r	rıl	dotless_i_token_merged_correctly	ངུར་རིལ་ nur rıl
wts_1_34	532	198	0	རྱ	r		former_fragment_or_gloss_alignment_removed	རྨུ རྱ für Mönch.
wts_1_34	532	198	1	རྨུ	f		former_alignment_requires_review	རྨུ རྱ für Mönch.
wts_1_34	532	222	2	རིལ	r	rıl	dotless_i_token_merged_correctly	ངུར་རིལ་ nur rıl Wildente, Möwe.
wts_1_34	544	145	3	མདོང	Butterfa	Butterfaß	unicode_latin_token_extent_repaired	དྱངལ་མདོང་ @7/// mdon Butterfaß für Tee.
wts_1_34	547	7	3	འབྲེལ	tats	tatsächlich	unicode_latin_token_extent_repaired	དངོས་འབྲེལ་ @/©0$ ’brel tatsächlich, in Wirk-
wts_1_34	556	57	1	པ	herabh	herabhängen	unicode_latin_token_extent_repaired	པ་ herabhängen.
wts_1_34	556	191	2	བྲིས	br	brıs	dotless_i_token_merged_correctly	མངོན་བྲིས་ mnon brıs pf. zeichnen.
wts_1_34	561	140	2	ཆུ	Schwei	Schweiß	unicode_latin_token_extent_repaired	རྔལ་ཆུ་ rnulchu Schweiß.
wts_1_34	561	147	3	ནག	Schwei	Schweiß	unicode_latin_token_extent_repaired	རྫུལ་ནག་ 777/// nag Schweiß.
wts_1_34	565	194	3	ི	vorl	vorläufig	unicode_latin_token_extent_repaired	སྔ་འགྲོཨཊ་ི sta ’phros vorläufig, im Moment.
wts_1_34	566	61	3	ཆོཊ	fr	früh	unicode_latin_token_extent_repaired	སྔ་་ཆོཊ 577 mo früh, früher.
wts_1_34	567	34	3	པ	Anh	Anhänger	unicode_latin_token_extent_repaired	སྔགས་པ་ $7779$ pa Anhänger des Mantrayäna,
wts_1_34	568	33	3	ར	fr	früher	unicode_latin_token_extent_repaired	སྔར་འགྱ་ར་ sṅar 'gyur früher übersetzt, vgl. Isa
wts_1_34	570	206	4	ཆད	fr	früher	unicode_latin_token_extent_repaired	སྔོན་ཆད་ $?7077 chad früher, zuvor.
wts_1_34	571	102	5	བཏང	vergegenw	vergegenwärtigen	unicode_latin_token_extent_repaired	སྔོན་ད་བཏང་ $?7077 du btaṅ vergegenwärtigen.
wts_1_34	571	130	0	གན	rliche		former_fragment_or_gloss_alignment_removed	ན་གན མེ natürliche Fähigkeit, sich an
wts_1_34	571	130	1	ན	nat	natürliche	unicode_latin_token_extent_repaired	ན་གན མེ natürliche Fähigkeit, sich an
wts_1_34	571	130	2	གན	F	Fähigkeit	unicode_latin_token_extent_repaired	ན་གན མེ natürliche Fähigkeit, sich an
wts_1_34	571	130	3	མེ		sich	new_alignment_requires_review	ན་གན མེ natürliche Fähigkeit, sich an
wts_1_34	572	36	3	མ	fr	früher	unicode_latin_token_extent_repaired	སྔོན་མ་ $77077 ma früher.
wts_1_34	572	63	3	མོ	gr	grün	unicode_latin_token_extent_repaired	སྔོན་མོ་ $77077 mo grün, blau.
wts_1_34	572	212	3	གསོལ	Bes	Besänftigungsopfer	unicode_latin_token_extent_repaired	བརྔན་གསོལ་ 5777777 gsol Besänftigungsopfer.
wts_1_34	576	18	5	གེ	z	zögerlich	unicode_latin_token_extent_repaired	ཅང་ངེ་ཅོག་གེ་ can he €09 ge zögerlich, unschlüs-
wts_1_34	580	53	1	ཅ	z		former_alignment_requires_review	ཅ ཞག €/ zıg
wts_1_34	580	53	2	ཞག	g		former_alignment_requires_review	ཅ ཞག €/ zıg
wts_1_34	582	161	1	ཅིང	c	cın	dotless_i_token_merged_correctly	ཅིང་ cın
wts_1_34	583	80	1	ཅས		ä	newly_visible_unicode_token	ཅས། ä cis na auch 775 na warum?
wts_1_34	583	80	2	ཅས	cis		former_alignment_requires_review	ཅས། ä cis na auch 775 na warum?
wts_1_34	591	48	2	ཞུ	L	Löwe	unicode_latin_token_extent_repaired	པ ཞུ iD Löwe.
wts_1_34	594	35	2	སྲི	sr	srı	dotless_i_token_merged_correctly	གཅིན་སྲི་ gein srı
wts_1_34	597	94	2	སྲི	sr	srı	dotless_i_token_merged_correctly	གཅོང་སྲི་ gcon srı 6111 Dämon.
wts_1_34	598	163	2	བཞུགས	b	bäugs	unicode_latin_token_extent_repaired	བཅག་བཞུགས་ bcag bäugs
wts_1_34	602	22	2	ཡིག	Verf	Verfügung	unicode_latin_token_extent_repaired	བཅའ་ཡིག་ bea’ ༡༩ Verfügung, Vorschrift,
wts_1_34	602	96	5	པ	st	ständiger	unicode_latin_token_extent_repaired	བཅར་བཞགས་པ་ bcar £2//9$ pa ständiger Beglei-
wts_1_34	605	8	2	བགཉའ	g	güis	unicode_latin_token_extent_repaired	ཁར་བགཉའ།'ཁཁཁ།'ཌེ།། beu güis bdag po Bez. für
wts_1_34	605	23	0	འོང	is		former_fragment_or_gloss_alignment_removed	བཅུ་གཉིས་འོང་འཕྲོ་ beu güis ’od ’phro Bez. für
wts_1_34	605	23	2	གཉིས	g	güis	unicode_latin_token_extent_repaired	བཅུ་གཉིས་འོང་འཕྲོ་ beu güis ’od ’phro Bez. für
wts_1_34	605	23	3	འོང	od	od	alignment_change_requires_review	བཅུ་གཉིས་འོང་འཕྲོ་ beu güis ’od ’phro Bez. für
wts_1_34	605	23	4	འཕྲོ		phro	new_alignment_requires_review	བཅུ་གཉིས་འོང་འཕྲོ་ beu güis ’od ’phro Bez. für
wts_1_34	610	159	3	ཉྲ	k	künstlich	unicode_latin_token_extent_repaired	ཏཀྲ་དོར།ཉྲ།། bcos ma künstlich; Falschheit; - min
wts_1_34	613	138	2	ར	r	rüid	unicode_latin_token_extent_repaired	ང་ར * lcan rüid Weidenkätzchen.
wts_1_34	616	34	0	པ	is		former_fragment_or_gloss_alignment_removed	ལྕེ་གཉིས་པ་ lce gfüis pa.
wts_1_34	616	34	2	གཉིས	gf	gfüis	unicode_latin_token_extent_repaired	ལྕེ་གཉིས་པ་ lce gfüis pa.
wts_1_34	616	34	3	པ		pa	new_alignment_requires_review	ལྕེ་གཉིས་པ་ lce gfüis pa.
wts_1_34	619	204	3	འཇོག	Glaubw	Glaubwürdigkeit	unicode_latin_token_extent_repaired	ཆ་འཇོག་ cha 769 Glaubwürdigkeit, Respekt.
wts_1_34	621	64	3	ཌྱ	ungef	ungefähr	unicode_latin_token_extent_repaired	ཆ་འ།ཌྱ།” cha lam ungefähr, annähernd.
wts_1_34	627	3	3	སྙོལ	D	Düngen	unicode_latin_token_extent_repaired	ཆགས་སྙོལ་ chags $5770/ Düngen.
wts_1_34	631	118	2	ཡིག	y	yıg	dotless_i_token_merged_correctly	ཆད་ཡིག་ chad yıg Abkommen, Vertrag.
wts_1_34	633	117	0	གཞུག	ug		former_fragment_or_gloss_alignment_removed	ཆབ་གཞུག་ 7 gäug
wts_1_34	633	117	2	ཆབ	g		former_alignment_requires_review	ཆབ་གཞུག་ 7 gäug
wts_1_34	634	1	2	གསང	gsar	gsarı	dotless_i_token_merged_correctly	ཆབ་གསང་ chab gsarı
wts_1_34	639	201	3	མ	Fa	Faßreif	unicode_latin_token_extent_repaired	ཆེང་ས་མ།་ chins ma Faßreif.
wts_1_34	641	1	1	ཆེལ	ch	chıl	dotless_i_token_merged_correctly	ཆེལ་ཆེལ་ chıl chil
wts_1_34	641	1	2	ཆེལ	l		former_alignment_requires_review	ཆེལ་ཆེལ་ chıl chil
wts_1_34	641	1	3	ཆེལ		chil	new_alignment_requires_review	ཆེལ་ཆེལ་ chıl chil
wts_1_34	645	125	0	ཉལ	ul		former_fragment_or_gloss_alignment_removed	ཆུ་ཉལ་བ་ chu üul ba Bez. für ruhiges Ge-
wts_1_34	645	125	2	ཉལ		üul	newly_visible_unicode_token	ཆུ་ཉལ་བ་ chu üul ba Bez. für ruhiges Ge-
wts_1_34	650	30	2	ག	Muktin	Muktinätha	unicode_latin_token_extent_repaired	” ག 38 Muktinätha.
wts_1_34	651	119	4	བསྙེན	bs	bsüen	unicode_latin_token_extent_repaired	ཆུ་བཞིའི་དགེ་བསྙེན་ chu bźi” dge bsüen eine
wts_1_34	652	59	2	ཨ	y	yı	dotless_i_token_merged_correctly	ཆུ་ཨ་ངགས chu yı nogs \chn 77095.
wts_1_34	652	181	2	དྭ	Wasserbl	Wasserbläschen	unicode_latin_token_extent_repaired	IR དྭ Wasserbläschen, weißer
wts_1_34	652	209	0	བརྙན	an		former_fragment_or_gloss_alignment_removed	ཆུ་ཡི་གཟུགས་བརྙན་ chu ༡/༡ gzugs brüan Fata
wts_1_34	652	209	3	གཟུགས	br	brüan	unicode_latin_token_extent_repaired	ཆུ་ཡི་གཟུགས་བརྙན་ chu ༡/༡ gzugs brüan Fata
wts_1_34	652	209	4	བརྙན		Fata	new_alignment_requires_review	ཆུ་ཡི་གཟུགས་བརྙན་ chu ༡/༡ gzugs brüan Fata
wts_1_34	655	82	2	ཨུན	sr	srın	dotless_i_token_merged_correctly	ཆུ་ཨུན chu srın.
wts_1_34	659	22	3	སྟག	zweitj	zweitjüngster	unicode_latin_token_extent_repaired	ཆུང་སྟག་ chuṅ /¡7£ zweitjüngster.
wts_1_34	661	26	1	ཀག	Strau	Strauß	unicode_latin_token_extent_repaired	ཀག Strauß, Quasten.
wts_1_34	665	94	2	གཉེར	g	güer	unicode_latin_token_extent_repaired	ཆེད་གཉེར་ ched güer speziell.
wts_1_34	675	162	3	མས	religi	religiöses	unicode_latin_token_extent_repaired	ཆས་།ཁྲ་མས། chos khrims religiöses Gesetz,
wts_1_34	680	23	3	པ	S	Sündenbe	unicode_latin_token_extent_repaired	Be དུ པ bsags Sündenbe-
wts_1_34	680	179	2	གཞིས	g	gäis	unicode_latin_token_extent_repaired	ཆོས་གཞིས་ chos gäis auch chos 92/, chos kyi 9775
wts_1_34	680	210	2	བཞི	b	bäi	unicode_latin_token_extent_repaired	ཆོས་བཞི་ chos bäi.
wts_1_34	700	190	3	ཅན	regelm	regelmäßig	unicode_latin_token_extent_repaired	འཆར་ཅན་ (047 can regelmäßig, gewohnheits-
wts_1_34	701	12	3	དམིགས	routinem	routinemäßig	unicode_latin_token_extent_repaired	འཆར་དམིགས་ ¿947 dmigs routinemäßig und
wts_1_34	703	89	4	གནས	G	Götterwelt	unicode_latin_token_extent_repaired	འཆེ་མེད་གནས་ ¿077 med gnas Götterwelt.
wts_1_34	707	90	0	ན	el		former_fragment_or_gloss_alignment_removed	ཇ་ཀག།ཏྷ་ན་ ja gtun 'Teestößel.
wts_1_34	707	90	1	ཇ	ja		former_alignment_requires_review	ཇ་ཀག།ཏྷ་ན་ ja gtun 'Teestößel.
wts_1_34	707	90	2	ཀག	gtun		former_alignment_requires_review	ཇ་ཀག།ཏྷ་ན་ ja gtun 'Teestößel.
wts_1_34	707	90	3	ཏྷ	Teest		former_alignment_requires_review	ཇ་ཀག།ཏྷ་ན་ ja gtun 'Teestößel.
wts_1_34	708	1	1	ཇ	jar		former_alignment_requires_review	ཇ་རིལ་ jarıl
wts_1_34	708	1	2	རིལ	l		former_alignment_requires_review	ཇ་རིལ་ jarıl
wts_1_34	708	44	3	མ	Teekr	Teekrümel	unicode_latin_token_extent_repaired	ང་སེལ་མ་ ja silma Teekrümel.
wts_1_34	709	64	0	སྟེད	ed		former_fragment_or_gloss_alignment_removed	ཇི་སྟེད་ཅིག་ // süed cig wieviel; zahlreich, viel.
wts_1_34	709	64	1	ཇི	s	süed	unicode_latin_token_extent_repaired	ཇི་སྟེད་ཅིག་ // süed cig wieviel; zahlreich, viel.
wts_1_34	709	64	2	སྟེད	cig	cig	alignment_change_requires_review	ཇི་སྟེད་ཅིག་ // süed cig wieviel; zahlreich, viel.
wts_1_34	709	64	3	ཅིག		wieviel	new_alignment_requires_review	ཇི་སྟེད་ཅིག་ // süed cig wieviel; zahlreich, viel.
wts_1_34	710	105	3	ཡང	yaṅ	yaṅı	dotless_i_token_merged_correctly	ཇི་ལྟར་ཡང་ ji ltar yaṅı
wts_1_34	712	49	1	ཇིབས	j	jübs	unicode_latin_token_extent_repaired	ཇིབས་ jübs imp. zu }’jib saugen,
wts_1_34	714	51	3	གངས	gaṅ	gaṅıs	dotless_i_token_merged_correctly	ཇོ་མོ་གངས་ jo mo gaṅıs
wts_1_34	714	161	3	སེལ	s	sıl	dotless_i_token_merged_correctly	ཇོ་ཉོ།སེལ་སིལ་ jo mo sıl sil npr. ein Berg ım
wts_1_34	714	161	4	སིལ	l		former_alignment_requires_review	ཇོ་ཉོ།སེལ་སིལ་ jo mo sıl sil npr. ein Berg ım
wts_1_34	714	161	5	སིལ		sil	new_alignment_requires_review	ཇོ་ཉོ།སེལ་སིལ་ jo mo sıl sil npr. ein Berg ım
wts_1_34	716	16	2	རྩང	snan	snanı	dotless_i_token_merged_correctly	མཇལ་རྩང་ mjal snanı Vision.
wts_1_34	728	26	2	དེ	M	MÜNCHEN	unicode_latin_token_extent_repaired	P དེ MÜNCHEN
wts_1_34	730	72	3	ཀྱ	T	Täräs	unicode_latin_token_extent_repaired	j རྒྱད ཀྱ name Täräs.
wts_1_34	730	91	4	སྟ	f	fürchterlich	unicode_latin_token_extent_repaired	འཇིགས་འཇིགས་སྟ་ jigs ?/9$ lta fürchterlich.
wts_1_34	731	1	2	སྡང	sdar	sdarı	dotless_i_token_merged_correctly	འཇིགས་སྡང་ Jigs sdarı
wts_1_34	734	126	0	བྱད	nnliches		former_fragment_or_gloss_alignment_removed	འཇུག བྱད männliches Glied.
wts_1_34	734	126	1	འཇུག	m	männliches	unicode_latin_token_extent_repaired	འཇུག བྱད männliches Glied.
wts_1_34	734	126	2	བྱད		Glied	new_alignment_requires_review	འཇུག བྱད männliches Glied.
wts_1_34	737	14	3	སྣོད	Beh	Behälter	unicode_latin_token_extent_repaired	འཇོག་སྣོད་ 709 snod Behälter.
wts_1_34	740	160	4	མ	Ehrw	Ehrwürdige	unicode_latin_token_extent_repaired	རྗེ་བཙུན་མ་ ?76 btsun ma Ehrwürdige.
wts_1_34	741	115	3	ཐུགས	Mitgef	Mitgefühl	unicode_latin_token_extent_repaired	རྗེའི་ཐུགས་ 1767 thugs Mitgefühl.
wts_1_34	742	190	3	ཆོག	abschlie	abschließende	unicode_latin_token_extent_repaired	རྗེས་ཆོག་ 7705 chog abschließende Verrichtun-
wts_1_34	744	195	1	རླ	k	kü	unicode_latin_token_extent_repaired	རླ ༢༡ ༧ ༨. +; kü
wts_1_34	745	134	0	བརྩེ	hl		former_fragment_or_gloss_alignment_removed	རྗེས་སུ་སྙིང་བརྩེ་ 7765 su 5?7//] brtse Mitgefühl; vgl.
wts_1_34	745	134	2	རྗེས	su		former_alignment_requires_review	རྗེས་སུ་སྙིང་བརྩེ་ 7765 su 5?7//] brtse Mitgefühl; vgl.
wts_1_34	745	134	5	སུ	brtse		former_alignment_requires_review	རྗེས་སུ་སྙིང་བརྩེ་ 7765 su 5?7//] brtse Mitgefühl; vgl.
wts_1_34	745	134	6	སྙིང	Mitgef		former_alignment_requires_review	རྗེས་སུ་སྙིང་བརྩེ་ 7765 su 5?7//] brtse Mitgefühl; vgl.
wts_1_34	749	75	7	པ	gr	gründ	unicode_latin_token_extent_repaired	རྗེས་སུ་རབ་ཏ་རྟོག་པ་ rjes su rab tu 7709 pa gründ-
wts_1_34	754	38	0	ཆེག	ge		former_fragment_or_gloss_alignment_removed	བརྗོད་ཉམས་ཆེག་ 0770 /7/77/5 tsbig Lüge.
wts_1_34	754	38	5	བརྗོད	tsbig		former_alignment_requires_review	བརྗོད་ཉམས་ཆེག་ 0770 /7/77/5 tsbig Lüge.
wts_1_34	754	38	6	ཉམས	L		former_alignment_requires_review	བརྗོད་ཉམས་ཆེག་ 0770 /7/77/5 tsbig Lüge.
wts_1_34	754	152	2	གཞི	g	gäi	unicode_latin_token_extent_repaired	བརྗོད་གཞི་ brjod gäi Thematik.
wts_1_34	755	182	0	ཉ	a		former_fragment_or_gloss_alignment_removed	ཉ་ཁྲབ་ཅན་ ?üa khrab can Waage.
wts_1_34	755	182	1	ཉ		üa	newly_visible_unicode_token	ཉ་ཁྲབ་ཅན་ ?üa khrab can Waage.
wts_1_34	756	133	0	ཉ	a		former_fragment_or_gloss_alignment_removed	ཉ་པ་ 'üa pa Fischer.
wts_1_34	756	133	1	ཉ		üa	newly_visible_unicode_token	ཉ་པ་ 'üa pa Fischer.
wts_1_34	757	21	2	མིག	m	mıg	dotless_i_token_merged_correctly	ཉ་མིག་ fa mıg ein Fisch (SCHUH 2012: 1382).
wts_1_34	757	105	5	ཚིགས	M	Märas	unicode_latin_token_extent_repaired	ཉ་ཡི་ཚིགས་ 74 7/ tshigs Beiname Märas bzw.
wts_1_34	760	18	0	ཉབ	ab		former_fragment_or_gloss_alignment_removed	ཉབ་རིབ་ üab rib ein Baum.
wts_1_34	760	18	1	ཉབ		üab	newly_visible_unicode_token	ཉབ་རིབ་ üab rib ein Baum.
wts_1_34	760	126	0	ཉམ	am		former_fragment_or_gloss_alignment_removed	ཉམ་ཉེས་ üam fies Schaden; ~ 'gyar Schaden
wts_1_34	760	126	1	ཉམ		üam	newly_visible_unicode_token	ཉམ་ཉེས་ üam fies Schaden; ~ 'gyar Schaden
wts_1_34	766	126	3	བདེ	gl	glücklich	unicode_latin_token_extent_repaired	ཉམས་བདེ་ 7747775 bde glücklich; ~ bar byed
wts_1_34	771	49	4	གཉྱས	g	güis	unicode_latin_token_extent_repaired	ཉཾ་མ་བཅུ་གཉྱས་ MI ma ben güis die zwölf natür-
wts_1_34	773	7	0	རྟ	tl		former_fragment_or_gloss_alignment_removed	ཉ་མའ་ཤང་རྟ་ Al /77:7/ Sinrta Tütl ma’irta.
wts_1_34	773	7	5	ཤང	T	Tütl	unicode_latin_token_extent_repaired	ཉ་མའ་ཤང་རྟ་ Al /77:7/ Sinrta Tütl ma’irta.
wts_1_34	773	7	6	རྟ		ma’irta	newly_visible_unicode_token	ཉ་མའ་ཤང་རྟ་ Al /77:7/ Sinrta Tütl ma’irta.
wts_1_34	773	134	0	ཉ	l		former_fragment_or_gloss_alignment_removed	"ཉ་འཛ "" äl ’dzin Bez. für Sonnenfinsternis."
wts_1_34	773	134	1	ཉ		äl	newly_visible_unicode_token	"ཉ་འཛ "" äl ’dzin Bez. für Sonnenfinsternis."
wts_1_34	775	3	0	ཉིང	in		former_fragment_or_gloss_alignment_removed	ཉིང་མཚམས་སྦྱོར་བ་ üin mtshams sbyor ba
wts_1_34	775	3	1	ཉིང		üin	newly_visible_unicode_token	ཉིང་མཚམས་སྦྱོར་བ་ üin mtshams sbyor ba
wts_1_34	775	5	0	འགྲལ	in		former_fragment_or_gloss_alignment_removed	tragen“ (Padm 4546); ci’u mkhar ~ rtsa bZi ཉིང་འགྲལ་ /7/77 '9?777 Täin grul.
wts_1_34	775	5	12	ཉིང	T	Täin	unicode_latin_token_extent_repaired	tragen“ (Padm 4546); ci’u mkhar ~ rtsa bZi ཉིང་འགྲལ་ /7/77 '9?777 Täin grul.
wts_1_34	775	5	13	འགྲལ		grul	new_alignment_requires_review	tragen“ (Padm 4546); ci’u mkhar ~ rtsa bZi ཉིང་འགྲལ་ /7/77 '9?777 Täin grul.
wts_1_34	775	147	0	ཉང	in		former_fragment_or_gloss_alignment_removed	ཉང་ཐ་ 'äin śa Frischfleisch, Fleisch eines am
wts_1_34	775	147	1	ཉང		äin	newly_visible_unicode_token	ཉང་ཐ་ 'äin śa Frischfleisch, Fleisch eines am
wts_1_34	778	191	0	མཉམ	am		former_fragment_or_gloss_alignment_removed	ཉིན་མཚན་མཉམ་པ་ /7/༡7 mtsban müam pa Tag-
wts_1_34	778	191	4	མཚན	m	müam	unicode_latin_token_extent_repaired	ཉིན་མཚན་མཉམ་པ་ /7/༡7 mtsban müam pa Tag-
wts_1_34	778	191	5	མཉམ	pa	pa	alignment_change_requires_review	ཉིན་མཚན་མཉམ་པ་ /7/༡7 mtsban müam pa Tag-
wts_1_34	778	191	6	པ		Tag	new_alignment_requires_review	ཉིན་མཚན་མཉམ་པ་ /7/༡7 mtsban müam pa Tag-
wts_1_34	779	30	0	འདྲ	am		former_fragment_or_gloss_alignment_removed	ཉིན་ཞག་མཉམ་འདྲ་ fin Zag müam ’dra Tagund-
wts_1_34	779	30	3	མཉམ	m	müam	unicode_latin_token_extent_repaired	ཉིན་ཞག་མཉམ་འདྲ་ fin Zag müam ’dra Tagund-
wts_1_34	779	30	4	འདྲ		dra	new_alignment_requires_review	ཉིན་ཞག་མཉམ་འདྲ་ fin Zag müam ’dra Tagund-
wts_1_34	779	60	1	ཉིན	A	Aın	dotless_i_token_merged_correctly	ཉིན་རེ་ Aın re 1/7//7.
wts_1_34	779	60	2	རེ	n		former_alignment_requires_review	ཉིན་རེ་ Aın re 1/7//7.
wts_1_34	779	60	3	རེ		re	new_alignment_requires_review	ཉིན་རེ་ Aın re 1/7//7.
wts_1_34	780	192	4	འཁྱུགས	wohlgen	wohlgenährt	unicode_latin_token_extent_repaired	"ཉང་འཁྱུགས་ /7//77 ""khyags wohlgenährt, pohert,"
wts_1_34	781	131	0	ཉངས	uns		former_fragment_or_gloss_alignment_removed	ཉངས་ äuns Senfkörner; Steckrübe; - kar
wts_1_34	781	131	1	ཉངས		äuns	newly_visible_unicode_token	ཉངས་ äuns Senfkörner; Steckrübe; - kar
wts_1_34	782	212	3	མགོན	Unterst	Unterstützung	unicode_latin_token_extent_repaired	ཉེ་མགོན་ 770 mgon Unterstützung; ༨ bgyid sich
wts_1_34	783	82	2	སྙོམས	s	süoms	unicode_latin_token_extent_repaired	ཉེ་སྙོམས་ ne süoms gleich; - byed gleich be-
wts_1_34	786	72	3	བསྟེ	bs	bsüen	unicode_latin_token_extent_repaired	"ཉེ་བར་བསྟེ ""ie bar bsüen auch fer bsfien sich"
wts_1_34	786	223	5	བ	Gem	Gemütsruhe	unicode_latin_token_extent_repaired	ཉེ་བར་དལ་བ་ 776 bar dul ba Gemütsruhe.
wts_1_34	788	70	0	ཉེ	e		former_fragment_or_gloss_alignment_removed	ཉེ་བར་མཚོན་ üe bar mtshon auch zer mtshon
wts_1_34	788	70	1	ཉེ		üe	newly_visible_unicode_token	ཉེ་བར་མཚོན་ üe bar mtshon auch zer mtshon
wts_1_34	789	1	0	བཞག	ag		former_fragment_or_gloss_alignment_removed	ཉེ་བར་བཞག་ ;‰ bar bäag
wts_1_34	789	1	1	ཉེ	bar		former_alignment_requires_review	ཉེ་བར་བཞག་ ;‰ bar bäag
wts_1_34	789	1	2	བར	b		former_alignment_requires_review	ཉེ་བར་བཞག་ ;‰ bar bäag
wts_1_34	789	3	0	ཉེ	e		former_fragment_or_gloss_alignment_removed	ཉེ་བར་བཞག་ üe bar bźag auch fer bZag pf. zu
wts_1_34	789	3	1	ཉེ		üe	newly_visible_unicode_token	ཉེ་བར་བཞག་ üe bar bźag auch fer bZag pf. zu
wts_1_34	789	27	3	བཞགས	b	bäugs	unicode_latin_token_extent_repaired	ཉེ་བར་བཞགས་ fie bar bäugs sitzen.
wts_1_34	789	121	5	སྐྱོད	genie	genießen	unicode_latin_token_extent_repaired	ཉེ་བར་ཁོངས་སྐྱོད་ 770 bar lons spyod genießen,
wts_1_34	795	178	0	པ	de		former_fragment_or_gloss_alignment_removed	ཉབ་ཉོབ་པ་ 7705 705 pa müde, schwach, teil-
