tibetan_syllable	target	target_authority	tibetan_role	tibetan_feature	target_start	target_end	target_span	rule_id	structural_context	domain_authority
སྐོན	skon	complete_not_currently_authoritative	suffix_coda	ན	3	4	n	CORPUS_76CFA3FCFF21	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐོབ	skob	complete_not_currently_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐོབ	skob	complete_not_currently_authoritative	root_consonant	ཀ	1	2	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐོབ	skob	complete_not_currently_authoritative	vowel	o	2	3	o	CORPUS_16D4A9AA0695	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐོབ	skob	complete_not_currently_authoritative	suffix_coda	བ	3	4	b	CORPUS_0C6592BB5CEF	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐོབས	skobs	complete_not_currently_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐོབས	skobs	complete_not_currently_authoritative	root_consonant	ཀ	1	2	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐོབས	skobs	complete_not_currently_authoritative	vowel	o	2	3	o	CORPUS_16D4A9AA0695	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐོབས	skobs	complete_not_currently_authoritative	suffix_coda	བ	3	4	b	CORPUS_0C6592BB5CEF	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐོབས	skobs	complete_not_currently_authoritative	post_suffix	ས	4	5	s	CORPUS_F685D66CEF46	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐོམ	skom	complete_not_currently_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐོམ	skom	complete_not_currently_authoritative	root_consonant	ཀ	1	2	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐོམ	skom	complete_not_currently_authoritative	vowel	o	2	3	o	CORPUS_16D4A9AA0695	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐོམ	skom	complete_not_currently_authoritative	suffix_coda	མ	3	4	m	CORPUS_5683E9A09D00	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐོམས	skoms	complete_not_currently_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐོམས	skoms	complete_not_currently_authoritative	root_consonant	ཀ	1	2	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐོམས	skoms	complete_not_currently_authoritative	vowel	o	2	3	o	CORPUS_16D4A9AA0695	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐོམས	skoms	complete_not_currently_authoritative	suffix_coda	མ	3	4	m	CORPUS_5683E9A09D00	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐོམས	skoms	complete_not_currently_authoritative	post_suffix	ས	4	5	s	CORPUS_F685D66CEF46	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐོར	skor	complete_not_currently_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐོར	skor	complete_not_currently_authoritative	root_consonant	ཀ	1	2	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐོར	skor	complete_not_currently_authoritative	vowel	o	2	3	o	CORPUS_16D4A9AA0695	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐོར	skor	complete_not_currently_authoritative	suffix_coda	ར	3	4	r	CORPUS_6783C3DA00D4	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐོལ	skol	correction_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐོལ	skol	correction_authoritative	root_consonant	ཀ	1	2	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐོལ	skol	correction_authoritative	vowel	o	2	3	o	CORPUS_16D4A9AA0695	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐོལ	skol	correction_authoritative	suffix_coda	ལ	3	4	l	RESIDUAL_A5A2CF47705E	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐོས	skos	correction_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐོས	skos	correction_authoritative	root_consonant	ཀ	1	2	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐོས	skos	correction_authoritative	vowel	o	2	3	o	CORPUS_16D4A9AA0695	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐོས	skos	correction_authoritative	suffix_coda	ས	3	4	s	CORPUS_735B62E02527	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱ	skya	correction_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱ	skya	correction_authoritative	root_consonant	ཀ	1	2	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
སྐྱ	skya	correction_authoritative	subjoined_consonants	ཡ	2	3	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱ	skya	correction_authoritative	vowel	a	3	4	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱག	skyag	correction_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱག	skyag	correction_authoritative	root_consonant	ཀ	1	2	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
སྐྱག	skyag	correction_authoritative	subjoined_consonants	ཡ	2	3	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱག	skyag	correction_authoritative	vowel	a	3	4	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱག	skyag	correction_authoritative	suffix_coda	ག	4	5	g	CORPUS_9A673562CD7A	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱགས	skyags	complete_not_currently_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱགས	skyags	complete_not_currently_authoritative	root_consonant	ཀ	1	2	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
སྐྱགས	skyags	complete_not_currently_authoritative	subjoined_consonants	ཡ	2	3	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱགས	skyags	complete_not_currently_authoritative	vowel	a	3	4	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱགས	skyags	complete_not_currently_authoritative	suffix_coda	ག	4	5	g	CORPUS_9A673562CD7A	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱགས	skyags	complete_not_currently_authoritative	post_suffix	ས	5	6	s	CORPUS_F685D66CEF46	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱང	skyaṅ	complete_not_currently_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱང	skyaṅ	complete_not_currently_authoritative	root_consonant	ཀ	1	2	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
སྐྱང	skyaṅ	complete_not_currently_authoritative	subjoined_consonants	ཡ	2	3	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱང	skyaṅ	complete_not_currently_authoritative	vowel	a	3	4	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱང	skyaṅ	complete_not_currently_authoritative	suffix_coda	ང	4	5	ṅ	SUFFIX_NG_TO_NDOT	token_final	ordinary_tibetan_lexical_or_compound
སྐྱབ	skyab	complete_not_currently_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱབ	skyab	complete_not_currently_authoritative	root_consonant	ཀ	1	2	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
སྐྱབ	skyab	complete_not_currently_authoritative	subjoined_consonants	ཡ	2	3	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱབ	skyab	complete_not_currently_authoritative	vowel	a	3	4	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱབ	skyab	complete_not_currently_authoritative	suffix_coda	བ	4	5	b	CORPUS_0C6592BB5CEF	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱབས	skyabs	complete_not_currently_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱབས	skyabs	complete_not_currently_authoritative	root_consonant	ཀ	1	2	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
སྐྱབས	skyabs	complete_not_currently_authoritative	subjoined_consonants	ཡ	2	3	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱབས	skyabs	complete_not_currently_authoritative	vowel	a	3	4	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱབས	skyabs	complete_not_currently_authoritative	suffix_coda	བ	4	5	b	CORPUS_0C6592BB5CEF	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱབས	skyabs	complete_not_currently_authoritative	post_suffix	ས	5	6	s	CORPUS_F685D66CEF46	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱར	skyar	complete_not_currently_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱར	skyar	complete_not_currently_authoritative	root_consonant	ཀ	1	2	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
སྐྱར	skyar	complete_not_currently_authoritative	subjoined_consonants	ཡ	2	3	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱར	skyar	complete_not_currently_authoritative	vowel	a	3	4	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱར	skyar	complete_not_currently_authoritative	suffix_coda	ར	4	5	r	CORPUS_6783C3DA00D4	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱལ	skyal	complete_not_currently_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱལ	skyal	complete_not_currently_authoritative	root_consonant	ཀ	1	2	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
སྐྱལ	skyal	complete_not_currently_authoritative	subjoined_consonants	ཡ	2	3	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱལ	skyal	complete_not_currently_authoritative	vowel	a	3	4	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱལ	skyal	complete_not_currently_authoritative	suffix_coda	ལ	4	5	l	RESIDUAL_A5A2CF47705E	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
སྐྱས	skyas	complete_not_currently_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱས	skyas	complete_not_currently_authoritative	root_consonant	ཀ	1	2	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound
སྐྱས	skyas	complete_not_currently_authoritative	subjoined_consonants	ཡ	2	3	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱས	skyas	complete_not_currently_authoritative	vowel	a	3	4	a	CORPUS_01025FAF5D30	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱས	skyas	complete_not_currently_authoritative	suffix_coda	ས	4	5	s	CORPUS_735B62E02527	contrastive	ordinary_tibetan_lexical_or_compound
སྐྱི	skyi	correction_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱི	skyi	correction_authoritative	root_consonant	ཀ	1	2	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱི	skyi	correction_authoritative	subjoined_consonants	ཡ	2	3	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱི	skyi	correction_authoritative	vowel	i	3	4	i	CORPUS_63EB474B7A3F	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིག	skyig	complete_not_currently_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིག	skyig	complete_not_currently_authoritative	root_consonant	ཀ	1	2	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིག	skyig	complete_not_currently_authoritative	subjoined_consonants	ཡ	2	3	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིག	skyig	complete_not_currently_authoritative	vowel	i	3	4	i	CORPUS_63EB474B7A3F	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིག	skyig	complete_not_currently_authoritative	suffix_coda	ག	4	5	g	CORPUS_9A673562CD7A	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིགས	skyigs	complete_not_currently_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིགས	skyigs	complete_not_currently_authoritative	root_consonant	ཀ	1	2	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིགས	skyigs	complete_not_currently_authoritative	subjoined_consonants	ཡ	2	3	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིགས	skyigs	complete_not_currently_authoritative	vowel	i	3	4	i	CORPUS_63EB474B7A3F	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིགས	skyigs	complete_not_currently_authoritative	suffix_coda	ག	4	5	g	CORPUS_9A673562CD7A	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིགས	skyigs	complete_not_currently_authoritative	post_suffix	ས	5	6	s	CORPUS_F685D66CEF46	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིང	skyiṅ	complete_not_currently_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིང	skyiṅ	complete_not_currently_authoritative	root_consonant	ཀ	1	2	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིང	skyiṅ	complete_not_currently_authoritative	subjoined_consonants	ཡ	2	3	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིང	skyiṅ	complete_not_currently_authoritative	vowel	i	3	4	i	CORPUS_63EB474B7A3F	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིང	skyiṅ	complete_not_currently_authoritative	suffix_coda	ང	4	5	ṅ	SUFFIX_NG_TO_NDOT	token_final	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིད	skyid	complete_not_currently_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིད	skyid	complete_not_currently_authoritative	root_consonant	ཀ	1	2	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིད	skyid	complete_not_currently_authoritative	subjoined_consonants	ཡ	2	3	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིད	skyid	complete_not_currently_authoritative	vowel	i	3	4	i	CORPUS_63EB474B7A3F	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིད	skyid	complete_not_currently_authoritative	suffix_coda	ད	4	5	d	CORPUS_DDC164B090C8	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིན	skyin	correction_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིན	skyin	correction_authoritative	root_consonant	ཀ	1	2	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིན	skyin	correction_authoritative	subjoined_consonants	ཡ	2	3	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིན	skyin	correction_authoritative	vowel	i	3	4	i	CORPUS_63EB474B7A3F	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིན	skyin	correction_authoritative	suffix_coda	ན	4	5	n	CORPUS_76CFA3FCFF21	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིབས	skyibs	complete_not_currently_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིབས	skyibs	complete_not_currently_authoritative	root_consonant	ཀ	1	2	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིབས	skyibs	complete_not_currently_authoritative	subjoined_consonants	ཡ	2	3	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིབས	skyibs	complete_not_currently_authoritative	vowel	i	3	4	i	CORPUS_63EB474B7A3F	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིབས	skyibs	complete_not_currently_authoritative	suffix_coda	བ	4	5	b	CORPUS_0C6592BB5CEF	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིབས	skyibs	complete_not_currently_authoritative	post_suffix	ས	5	6	s	CORPUS_F685D66CEF46	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིལ	skyil	complete_not_currently_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིལ	skyil	complete_not_currently_authoritative	root_consonant	ཀ	1	2	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིལ	skyil	complete_not_currently_authoritative	subjoined_consonants	ཡ	2	3	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིལ	skyil	complete_not_currently_authoritative	vowel	i	3	4	i	CORPUS_63EB474B7A3F	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིལ	skyil	complete_not_currently_authoritative	suffix_coda	ལ	4	5	l	RESIDUAL_A5A2CF47705E	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིས	skyis	complete_not_currently_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིས	skyis	complete_not_currently_authoritative	root_consonant	ཀ	1	2	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིས	skyis	complete_not_currently_authoritative	subjoined_consonants	ཡ	2	3	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིས	skyis	complete_not_currently_authoritative	vowel	i	3	4	i	CORPUS_63EB474B7A3F	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱིས	skyis	complete_not_currently_authoritative	suffix_coda	ས	4	5	s	CORPUS_735B62E02527	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུ	skyu	correction_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུ	skyu	correction_authoritative	root_consonant	ཀ	1	2	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུ	skyu	correction_authoritative	subjoined_consonants	ཡ	2	3	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུ	skyu	correction_authoritative	vowel	u	3	4	u	CORPUS_84A74DBDD722	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུག	skyug	correction_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུག	skyug	correction_authoritative	root_consonant	ཀ	1	2	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུག	skyug	correction_authoritative	subjoined_consonants	ཡ	2	3	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུག	skyug	correction_authoritative	vowel	u	3	4	u	CORPUS_84A74DBDD722	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུག	skyug	correction_authoritative	suffix_coda	ག	4	5	g	CORPUS_9A673562CD7A	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུགས	skyugs	correction_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུགས	skyugs	correction_authoritative	root_consonant	ཀ	1	2	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུགས	skyugs	correction_authoritative	subjoined_consonants	ཡ	2	3	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུགས	skyugs	correction_authoritative	vowel	u	3	4	u	CORPUS_84A74DBDD722	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུགས	skyugs	correction_authoritative	suffix_coda	ག	4	5	g	CORPUS_9A673562CD7A	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུགས	skyugs	correction_authoritative	post_suffix	ས	5	6	s	CORPUS_F685D66CEF46	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུང	skyuṅ	complete_not_currently_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུང	skyuṅ	complete_not_currently_authoritative	root_consonant	ཀ	1	2	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུང	skyuṅ	complete_not_currently_authoritative	subjoined_consonants	ཡ	2	3	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུང	skyuṅ	complete_not_currently_authoritative	vowel	u	3	4	u	CORPUS_84A74DBDD722	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུང	skyuṅ	complete_not_currently_authoritative	suffix_coda	ང	4	5	ṅ	SUFFIX_NG_TO_NDOT	token_final	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུད	skyud	complete_not_currently_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུད	skyud	complete_not_currently_authoritative	root_consonant	ཀ	1	2	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུད	skyud	complete_not_currently_authoritative	subjoined_consonants	ཡ	2	3	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུད	skyud	complete_not_currently_authoritative	vowel	u	3	4	u	CORPUS_84A74DBDD722	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུད	skyud	complete_not_currently_authoritative	suffix_coda	ད	4	5	d	CORPUS_DDC164B090C8	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུར	skyur	correction_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུར	skyur	correction_authoritative	root_consonant	ཀ	1	2	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུར	skyur	correction_authoritative	subjoined_consonants	ཡ	2	3	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུར	skyur	correction_authoritative	vowel	u	3	4	u	CORPUS_84A74DBDD722	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུར	skyur	correction_authoritative	suffix_coda	ར	4	5	r	CORPUS_6783C3DA00D4	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུས	skyus	complete_not_currently_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུས	skyus	complete_not_currently_authoritative	root_consonant	ཀ	1	2	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུས	skyus	complete_not_currently_authoritative	subjoined_consonants	ཡ	2	3	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུས	skyus	complete_not_currently_authoritative	vowel	u	3	4	u	CORPUS_84A74DBDD722	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱུས	skyus	complete_not_currently_authoritative	suffix_coda	ས	4	5	s	CORPUS_735B62E02527	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
སྐྱོ	skyo	correction_authoritative	superscript	ས	0	1	s	CORPUS_86605D8DD3C9	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
