tibetan_syllable	target	component_rule_ids	rule_evidence_syllables	target_in_rule_evidence	strict_leave_one_out_status	structural_unit_dependencies	domain_rule_dependencies	target_support_channel	authority_status
ཏྲུག	trug	RESIDUAL_381523970DB6;CORPUS_7F71AFFFC788;CORPUS_84A74DBDD722;CORPUS_9A673562CD7A	ཀུན;ཁུག;ཁུང;ཁུལ;ཁོག;ཁྱག;ཁྲག;ཁྲབ;ཁྲོག;ཁྲོན;ཁྲོམ;ཁྲོལ;གཏད;གཏུམ;གཏོང;གདུང;གཡོག;གུ;གྲང;གྲི;གྲུ;གྲོ;ཅིག;ཅོག;ཆག;ཆུག;ཆུང;ཆུད;ཆུན;ཆོག;ཏན;ཏི;ཏིག;ཏེ;ཏོག;ཏྲ;ཐུ;ཐུང;ཐུན;ཐུབ;ཐུམ;ཐུར;ཐུལ;ཐེག;ཐོག;དམག;དུ;དྲུག;དྲེ;དྲེག;དྲོ;ནག;ནུ;པག;ཕག;ཕུག;ཕུད;ཕུབ;ཕུར;ཕོག;ཕྱུགས;ཕྱུང;ཕྲད;ཕྲན;ཕྲས;ཕྲིག;ཕྲིན;ཕྲུ;ཕྲུག;བཏང;བདག;བཙུན;བརྟུལ;བརྟོལ;བསྐུར;བྲག;བྲང;བྲན;བྲི;བྲེད;བྲོ;མགྲོན;མཐུ;མཐུག;མཚུར;ཚག;ཚུགས;ཚུར;ཚུལ;ཟུག;ཟུར;ཡིག;ཡུལ;རིག;རིགས;རུག;རུས;རོག;རྟ;རྟུལ;རྟོག;རྟོགས;རྡུལ;རྡེག;རྡོག;ལག;ལུ;ལུག;ལུང;ལུས;ལོག;ལྷག;ཤོག;སྒྲོག;སྟག;སྟོང;སྟོད;སྦྲང;སྲུང;སྲོག;སློག	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
ཏྲོ	tro	RESIDUAL_381523970DB6;CORPUS_7F71AFFFC788;CORPUS_16D4A9AA0695	ཁོག;ཁོང;ཁོལ;ཁྲག;ཁྲབ;ཁྲོག;ཁྲོད;ཁྲོན;ཁྲོམ;ཁྲོལ;གཅོད;གཏད;གཏུམ;གཏོང;གཏོར;གདོང;གདོན;གསོལ;གོ;གྲང;གྲི;གྲུ;གྲོ;གྲོང;གྲོས;ངོས;ཅོ;ཅོག;ཆོག;ཏན;ཏི;ཏིག;ཏེ;ཏོག;ཏྲ;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;དོ;དྲེ;དྲོ;པོར;ཕོག;ཕོད;ཕོན;ཕོར;ཕྲད;ཕྲན;ཕྲས;ཕྲིན;ཕྲུ;ཕྲུག;བཏང;བརྟོལ;བརྩོན;བསྐོར;བྲང;བྲན;བྲི;བྲེད;བྲོ;མགྲོན;མཆོད;མཐོ;མཛོད;མྱོང;ཚོལ;ཚོས;ཟོར;འཁོར;ཡོན;ཡོལ;རོ;རོག;རྟ;རྟུལ;རྟོག;རྟོགས;རྡོག;རྡོལ;ལོ;ལོག;ལོང;ཤོད;སོ;སོར;སྐོར;སྟོང;སྟོད;སྟོན;སྤྱོད;སྦྱོང;སྦྱོར;སྦྲང;སྲོག	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	complete_not_currently_authoritative
ཏྲོག	trog	RESIDUAL_381523970DB6;CORPUS_7F71AFFFC788;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A	ཁུག;ཁོག;ཁོང;ཁོལ;ཁྱག;ཁྲག;ཁྲབ;ཁྲོག;ཁྲོད;ཁྲོན;ཁྲོམ;ཁྲོལ;གཅོད;གཏད;གཏུམ;གཏོང;གཏོར;གདོང;གདོན;གཡོག;གསོལ;གོ;གྲང;གྲི;གྲུ;གྲོ;གྲོང;གྲོས;ངོས;ཅིག;ཅོ;ཅོག;ཆག;ཆུག;ཆོག;ཏན;ཏི;ཏིག;ཏེ;ཏོག;ཏྲ;ཐེག;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;དམག;དོ;དྲེ;དྲེག;དྲོ;ནག;པག;པོར;ཕག;ཕུག;ཕོག;ཕོད;ཕོན;ཕོར;ཕྲད;ཕྲན;ཕྲས;ཕྲིག;ཕྲིན;ཕྲུ;ཕྲུག;བཏང;བདག;བརྟོལ;བརྩོན;བསྐོར;བྲག;བྲང;བྲན;བྲི;བྲེད;བྲོ;མགྲོན;མཆོད;མཐུག;མཐོ;མཛོད;མྱོང;ཚག;ཚོལ;ཚོས;ཟུག;ཟོར;འཁོར;ཡིག;ཡོན;ཡོལ;རིག;རིགས;རུག;རོ;རོག;རྟ;རྟུལ;རྟོག;རྟོགས;རྡེག;རྡོག;རྡོལ;ལག;ལུག;ལོ;ལོག;ལོང;ལྷག;ཤོག;ཤོད;སོ;སོར;སྐོར;སྒྲོག;སྟག;སྟོང;སྟོད;སྟོན;སྤྱོད;སྦྱོང;སྦྱོར;སྦྲང;སྲོག;སློག	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	complete_not_currently_authoritative
ཏྲོལ	trol	RESIDUAL_381523970DB6;CORPUS_7F71AFFFC788;CORPUS_16D4A9AA0695;RESIDUAL_A5A2CF47705E	ཁུལ;ཁེལ;ཁོག;ཁོང;ཁོལ;ཁྲག;ཁྲབ;ཁྲལ;ཁྲོག;ཁྲོད;ཁྲོན;ཁྲོམ;ཁྲོལ;གཅོད;གཏད;གཏུམ;གཏོང;གཏོར;གདོང;གདོན;གསལ;གསོལ;གོ;གྲང;གྲི;གྲུ;གྲོ;གྲོང;གྲོལ;གྲོས;ངོས;ཅོ;ཅོག;ཆལ;ཆོག;ཏན;ཏི;ཏིག;ཏེ;ཏོག;ཏྲ;ཐལ;ཐུལ;ཐེལ;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;དོ;དྲེ;དྲོ;པོར;ཕུལ;ཕོག;ཕོད;ཕོན;ཕོར;ཕྱལ;ཕྲད;ཕྲན;ཕྲས;ཕྲིན;ཕྲུ;ཕྲུག;བཅོལ;བཏང;བཙལ;བརྟོལ;བརྩོན;བསྐོར;བྲང;བྲན;བྲལ;བྲི;བྲེད;བྲེལ;བྲོ;མགྲོན;མཆོད;མཐོ;མཛོད;མྱོང;ཚིལ;ཚུལ;ཚོལ;ཚོས;ཟོར;འཁོར;འཁོལ;ཡུལ;ཡོན;ཡོལ;རལ;རིལ;རོ;རོག;རྒོལ;རྟ;རྟུལ;རྟོག;རྟོགས;རྡེལ;རྡོག;རྡོལ;རྩལ;ལོ;ལོག;ལོང;ཤེལ;ཤོད;སེལ;སོ;སོར;སྐལ;སྐོར;སྐྱིལ;སྐྱེལ;སྒྲོལ;སྟོང;སྟོད;སྟོན;སྤྱོད;སྦྱོང;སྦྱོར;སྦྲང;སྲོག;སྲོལ	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	complete_not_currently_authoritative
ཏླལ	tlal	RESIDUAL_381523970DB6;CORPUS_ED2342564FDA;CORPUS_01025FAF5D30;RESIDUAL_A5A2CF47705E	ཀན;ཀློང;ཁབ;ཁར;ཁུལ;ཁེལ;ཁོལ;ཁྲག;ཁྲམ;ཁྲལ;ཁྲོལ;གཅད;གཏད;གཏུམ;གཏོང;གདན;གསལ;གྲང;གྲས;གྲོལ;གླང;གླུ;ཆག;ཆང;ཆད;ཆར;ཆལ;ཏན;ཏི;ཏིག;ཏེ;ཏོག;ཏྲ;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐར;ཐལ;ཐུལ;ཐེལ;པར;ཕག;ཕད;ཕན;ཕབ;ཕུལ;ཕྱགས;ཕྱང;ཕྱད;ཕྱལ;ཕྲ;ཕྲན;བཅོལ;བཏང;བཙན;བཙལ;བརྟོལ;བརྩན;བྱད;བྱན;བྲལ;བྲེལ;བླང;བློ;མཚར;མཛད;མྱང;ཙ;ཚགས;ཚར;ཚིལ;ཚུལ;ཚོལ;ཛ;ཟ;ཟླ;འཁར;འཁོལ;ཡན;ཡུལ;ཡོལ;རལ;རས;རིལ;རྒོལ;རྟ;རྟགས;རྟུལ;རྟོག;རྟོགས;རྡལ;རྡེལ;རྡོལ;རྩལ;ལག;ལང;ལས;ཤེལ;སར;སེལ;སྐར;སྐལ;སྐྱིལ;སྐྱེལ;སྒྲོལ;སྟན;སྟོང;སྟོད;སྣ;སྤྱད;སྦྱང;སྦྱར;སྲོལ;སློག	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	complete_not_currently_authoritative
ཐ	tha	RESIDUAL_9DD158EE4F10;CORPUS_01025FAF5D30	ཀན;ཁབ;ཁར;ཁྲག;ཁྲམ;ཁྲལ;གཅད;གདན;གསལ;གྲང;གྲས;གླང;ཆག;ཆང;ཆད;ཆར;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐམས;ཐར;ཐལ;ཐིག;ཐུ;ཐུང;ཐུན;ཐུབ;ཐུམ;ཐུར;ཐུལ;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;ཐོས;པར;ཕག;ཕད;ཕན;ཕབ;ཕྱགས;ཕྱང;ཕྱད;ཕྲ;ཕྲན;བཙན;བརྩན;བྱད;བྱན;བྲལ;མཐར;མཐིལ;མཐུ;མཐུག;མཐུད;མཐུན;མཐོ;མཐོང;མཚར;མཛད;མྱང;ཙ;ཚགས;ཚར;ཛ;ཟ;འཁར;ཡན;རལ;རས;རྟགས;རྡལ;ལག;ལང;ལས;སར;སྐར;སྟན;སྣ;སྤྱད;སྦྱང;སྦྱར	no	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
ཐག	thag	RESIDUAL_9DD158EE4F10;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A	ཀན;ཁབ;ཁར;ཁུག;ཁོག;ཁྱག;ཁྲག;ཁྲམ;ཁྲལ;ཁྲོག;གཅད;གདན;གཡོག;གསལ;གྲང;གྲས;གླང;ཅིག;ཅོག;ཆག;ཆང;ཆད;ཆར;ཆུག;ཆོག;ཏིག;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐམས;ཐར;ཐལ;ཐིག;ཐུ;ཐུང;ཐུན;ཐུབ;ཐུམ;ཐུར;ཐུལ;ཐེག;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;ཐོས;དམག;དྲེག;ནག;པག;པར;ཕག;ཕད;ཕན;ཕབ;ཕུག;ཕོག;ཕྱགས;ཕྱང;ཕྱད;ཕྲ;ཕྲན;ཕྲིག;ཕྲུག;བདག;བཙན;བརྩན;བྱད;བྱན;བྲག;བྲལ;མཐར;མཐིལ;མཐུ;མཐུག;མཐུད;མཐུན;མཐོ;མཐོང;མཚར;མཛད;མྱང;ཙ;ཚག;ཚགས;ཚར;ཛ;ཟ;ཟུག;འཁར;ཡན;ཡིག;རལ;རས;རིག;རིགས;རུག;རོག;རྟགས;རྡལ;རྡེག;རྡོག;ལག;ལང;ལས;ལུག;ལོག;ལྷག;ཤོག;སར;སྐར;སྒྲོག;སྟག;སྟན;སྣ;སྤྱད;སྦྱང;སྦྱར;སྲོག;སློག	no	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
ཐགས	thags	RESIDUAL_9DD158EE4F10;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ཀན;ཁབ;ཁར;ཁུག;ཁུགས;ཁེབས;ཁོག;ཁྱག;ཁྲག;ཁྲམ;ཁྲལ;ཁྲོག;གཅད;གདན;གཡོག;གཡོགས;གསལ;གྲང;གྲས;གླང;ཅིག;ཅོག;ཆག;ཆགས;ཆང;ཆད;ཆར;ཆུག;ཆོག;ཏིག;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐམས;ཐར;ཐལ;ཐིག;ཐུ;ཐུང;ཐུན;ཐུབ;ཐུམ;ཐུར;ཐུལ;ཐེག;ཐེབས;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;ཐོས;དམག;དྲེག;ནག;ནགས;པག;པགས;པར;ཕག;ཕད;ཕན;ཕབ;ཕུག;ཕུགས;ཕོག;ཕྱགས;ཕྱང;ཕྱད;ཕྲ;ཕྲན;ཕྲིག;ཕྲུག;བདག;བཙན;བརྟགས;བརྩན;བྱད;བྱན;བྲག;བྲལ;མཐར;མཐིལ;མཐུ;མཐུག;མཐུད;མཐུན;མཐོ;མཐོང;མཚར;མཛད;མྱང;ཙ;ཚག;ཚགས;ཚར;ཛ;ཟ;ཟུག;འཁར;ཡན;ཡིག;རལ;རས;རིག;རིགས;རིམས;རུག;རོག;རྟགས;རྟོགས;རྡལ;རྡེག;རྡོག;ལག;ལང;ལས;ལུག;ལོག;ལྕགས;ལྷག;ཤོག;སར;སྐར;སྒྲོག;སྟག;སྟན;སྣ;སྤྱད;སྦྱང;སྦྱར;སྲོག;སློག	no	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	correction_authoritative
ཐང	thaṅ	RESIDUAL_9DD158EE4F10;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	ཀན;ཁབ;ཁར;ཁུང;ཁོང;ཁྲག;ཁྲམ;ཁྲལ;གཅད;གཏོང;གདན;གདུང;གདོང;གསལ;གསུང;གྲང;གྲས;གྲོང;གླང;ཅིང;ཆག;ཆང;ཆད;ཆར;ཆུང;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐམས;ཐར;ཐལ;ཐིག;ཐུ;ཐུང;ཐུན;ཐུབ;ཐུམ;ཐུར;ཐུལ;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;ཐོས;པར;ཕག;ཕང;ཕད;ཕན;ཕབ;ཕྱགས;ཕྱང;ཕྱད;ཕྱིང;ཕྲ;ཕྲན;བཏང;བཙན;བརྩན;བྱད;བྱན;བྲང;བྲལ;མཐར;མཐིལ;མཐུ;མཐུག;མཐུད;མཐུན;མཐོ;མཐོང;མཚར;མཛད;མྱང;ཙ;ཚགས;ཚང;ཚར;ཛ;ཟ;འཁར;ཡང;ཡན;རལ;རས;རིང;རྟགས;རྡལ;རྨང;ལག;ལང;ལས;ལུང;ལོང;སར;སེང;སྐར;སྐོང;སྐྱོང;སྟན;སྟེང;སྟོང;སྣ;སྣང;སྤྱང;སྤྱད;སྦྱང;སྦྱར;སྦྱོང;སྦྲང;སྲིང;སློང	yes	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
ཐངས	thaṅs	RESIDUAL_9DD158EE4F10;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT;CORPUS_F685D66CEF46	ཀན;ཁབ;ཁར;ཁུགས;ཁུང;ཁེབས;ཁོང;ཁྲག;ཁྲམ;ཁྲལ;གཅད;གཏོང;གདན;གདུང;གདོང;གཡོགས;གསལ;གསུང;གྲང;གྲས;གྲོང;གླང;ཅིང;ཆག;ཆགས;ཆང;ཆད;ཆར;ཆུང;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐམས;ཐར;ཐལ;ཐིག;ཐུ;ཐུང;ཐུན;ཐུབ;ཐུམ;ཐུར;ཐུལ;ཐེབས;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;ཐོས;ནགས;པགས;པར;ཕག;ཕང;ཕད;ཕན;ཕབ;ཕུགས;ཕྱགས;ཕྱང;ཕྱད;ཕྱིང;ཕྲ;ཕྲན;བཏང;བཙན;བརྟགས;བརྩན;བྱད;བྱན;བྲང;བྲལ;མཐར;མཐིལ;མཐུ;མཐུག;མཐུད;མཐུན;མཐོ;མཐོང;མཚར;མཛད;མྱང;ཙ;ཚགས;ཚང;ཚར;ཛ;ཟ;འཁར;ཡང;ཡན;རལ;རས;རིགས;རིང;རིམས;རྟགས;རྟོགས;རྡལ;རྨང;ལག;ལང;ལས;ལུང;ལོང;ལྕགས;སར;སེང;སྐར;སྐོང;སྐྱོང;སྟན;སྟེང;སྟོང;སྣ;སྣང;སྤྱང;སྤྱད;སྦྱང;སྦྱར;སྦྱོང;སྦྲང;སྲིང;སློང	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	complete_not_currently_authoritative
ཐད	thad	RESIDUAL_9DD158EE4F10;CORPUS_01025FAF5D30;CORPUS_DDC164B090C8	ཀན;ཁབ;ཁར;ཁྱད;ཁྲག;ཁྲམ;ཁྲལ;ཁྲོད;གཅད;གདན;གསལ;གྲང;གྲས;གླང;ཆག;ཆང;ཆད;ཆར;ཆུད;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐམས;ཐར;ཐལ;ཐིག;ཐུ;ཐུང;ཐུན;ཐུབ;ཐུམ;ཐུར;ཐུལ;ཐེད;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;ཐོས;དྲོད;ནད;པད;པར;ཕག;ཕད;ཕན;ཕབ;ཕུད;ཕོད;ཕྱགས;ཕྱང;ཕྱད;ཕྱེད;ཕྲ;ཕྲད;ཕྲན;བཙན;བརྩན;བྱད;བྱན;བྲལ;བྲེད;མཐར;མཐིལ;མཐུ;མཐུག;མཐུད;མཐུན;མཐོ;མཐོང;མཚར;མཛད;མྱང;ཙ;ཚགས;ཚར;ཚུད;ཛ;ཟ;འཁར;ཡན;ཡོད;རལ;རས;རྒོད;རྒྱུད;རྟགས;རྡལ;རྩེད;ལག;ལང;ལས;ཤེད;ཤོད;སར;སྐད;སྐར;སྐྱིད;སྐྱེད;སྟན;སྟོད;སྡོད;སྣ;སྤྱད;སྦྱང;སྦྱར;སྲིད	yes	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
ཐན	than	RESIDUAL_9DD158EE4F10;CORPUS_01025FAF5D30;CORPUS_76CFA3FCFF21	ཀན;ཁབ;ཁར;ཁོན;ཁྲག;ཁྲམ;ཁྲལ;ཁྲོན;གཅད;གདན;གདོན;གསལ;གྲང;གྲས;གླང;ཆག;ཆང;ཆད;ཆར;ཆུན;ཆེན;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐམས;ཐར;ཐལ;ཐིག;ཐུ;ཐུང;ཐུན;ཐུབ;ཐུམ;ཐུར;ཐུལ;ཐེན;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;ཐོས;དམན;ནོན;པན;པར;ཕག;ཕད;ཕན;ཕབ;ཕོན;ཕྱགས;ཕྱང;ཕྱད;ཕྱིན;ཕྲ;ཕྲན;ཕྲིན;བཙན;བརྩན;བྱད;བྱན;བྱིན;བྲན;བྲལ;བློན;མཁན;མཐར;མཐིལ;མཐུ;མཐུག;མཐུད;མཐུན;མཐོ;མཐོང;མཚར;མཛད;མྱང;ཙ;ཚགས;ཚར;ཚུན;ཛ;ཟ;ཟན;འཁར;ཡན;ཡིན;ཡོན;རལ;རས;རྒྱུན;རྟགས;རྡལ;རྩེན;ལག;ལང;ལས;ལེན;ཤན;སར;སྐར;སྟན;སྟོན;སྣ;སྤྱད;སྤྱན;སྦྱང;སྦྱར	no	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
ཐབ	thab	RESIDUAL_9DD158EE4F10;CORPUS_01025FAF5D30;CORPUS_0C6592BB5CEF	ཀན;ཁབ;ཁར;ཁེབ;ཁྱབ;ཁྲག;ཁྲབ;ཁྲམ;ཁྲལ;གཅད;གདན;གདུབ;གསལ;གྲང;གྲས;གྲུབ;གླང;ཆག;ཆང;ཆད;ཆར;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐམས;ཐར;ཐལ;ཐིག;ཐུ;ཐུང;ཐུན;ཐུབ;ཐུམ;ཐུར;ཐུལ;ཐེབ;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;ཐོས;པར;ཕག;ཕད;ཕན;ཕབ;ཕུབ;ཕྱགས;ཕྱང;ཕྱད;ཕྲ;ཕྲན;བཏབ;བཙན;བརྡབ;བརྩན;བྱད;བྱན;བྲབ;བྲལ;མཐར;མཐིལ;མཐུ;མཐུག;མཐུད;མཐུན;མཐོ;མཐོང;མཚར;མཛད;མྱང;ཙ;ཚགས;ཚབ;ཚར;ཛ;ཟ;འཁར;འབབ;ཡན;ཡབ;རབ;རལ;རས;རྟགས;རྡལ;ལག;ལང;ལས;ལེབ;སར;སྐར;སྐྱོབ;སྟན;སྡེབ;སྣ;སྤྱད;སྦྱང;སྦྱར;སློབ	yes	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
ཐབས	thabs	RESIDUAL_9DD158EE4F10;CORPUS_01025FAF5D30;CORPUS_0C6592BB5CEF;CORPUS_F685D66CEF46	ཀན;ཁབ;ཁར;ཁུགས;ཁེབ;ཁེབས;ཁྱབ;ཁྲག;ཁྲབ;ཁྲམ;ཁྲལ;གཅད;གདན;གདུབ;གཡོགས;གསལ;གྲང;གྲས;གྲུབ;གླང;ཆག;ཆགས;ཆང;ཆད;ཆར;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐམས;ཐར;ཐལ;ཐིག;ཐུ;ཐུང;ཐུན;ཐུབ;ཐུམ;ཐུར;ཐུལ;ཐེབ;ཐེབས;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;ཐོས;ནགས;པགས;པར;ཕག;ཕད;ཕན;ཕབ;ཕུགས;ཕུབ;ཕྱགས;ཕྱང;ཕྱད;ཕྲ;ཕྲན;བཏབ;བཙན;བརྟགས;བརྡབ;བརྩན;བྱད;བྱན;བྲབ;བྲལ;མཐར;མཐིལ;མཐུ;མཐུག;མཐུད;མཐུན;མཐོ;མཐོང;མཚར;མཛད;མྱང;ཙ;ཚགས;ཚབ;ཚར;ཛ;ཟ;འཁར;འབབ;ཡན;ཡབ;རབ;རལ;རས;རིགས;རིམས;རྟགས;རྟོགས;རྡལ;ལག;ལང;ལས;ལེབ;ལྕགས;སར;སྐར;སྐྱོབ;སྟན;སྡེབ;སྣ;སྤྱད;སྦྱང;སྦྱར;སློབ	yes	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
ཐམ	tham	RESIDUAL_9DD158EE4F10;CORPUS_01025FAF5D30;CORPUS_5683E9A09D00	ཀན;ཁབ;ཁར;ཁོམ;ཁྱིམ;ཁྲག;ཁྲམ;ཁྲལ;ཁྲོམ;གཅད;གདན;གསལ;གསུམ;གྲང;གྲས;གླང;ཆག;ཆང;ཆད;ཆར;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐམས;ཐར;ཐལ;ཐིག;ཐུ;ཐུང;ཐུན;ཐུབ;ཐུམ;ཐུར;ཐུལ;ཐེམ;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;ཐོས;ནམ;པར;ཕག;ཕད;ཕན;ཕབ;ཕམ;ཕྱགས;ཕྱང;ཕྱད;ཕྱམ;ཕྲ;ཕྲན;བཅོམ;བཙན;བརྩན;བྱད;བྱན;བྲམ;བྲལ;མཐར;མཐིལ;མཐུ;མཐུག;མཐུད;མཐུན;མཐོ;མཐོང;མཚར;མཛད;མྱང;ཙ;ཙམ;ཚགས;ཚར;ཚིམ;ཛ;ཟ;འཁར;ཡན;ཡུམ;རལ;རས;རིམ;རིམས;རྟགས;རྡལ;ལག;ལང;ལམ;ལས;སར;སྐམ;སྐར;སྟན;སྡོམ;སྣ;སྣམ;སྤྱད;སྦྱང;སྦྱར	yes	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
